Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
readingvt.govoffice.com,,Local Government,Vermont,accepted term,"Town of Reading, VT -- Note added 8/14/14 5:52",http://www.readingvt.govoffice.com/,6/6/13 18:09
red-wing.org,,Local Government,Minnesota,accepted term,"City of Red Wing, MN -- Note added 7/26/13 17:45",http://www.red-wing.org/,6/6/13 18:08
redbanknj.org,,Local Government,New Jersey,accepted term,"red bank, nj -- Note added 9/16/15 17:04",http://redbanknj.org/,6/6/13 18:08
redfield-sd.com,,Local Government,South Dakota,accepted term,"City of Redfield, SD -- Note added 7/17/14 5:52",http://redfield-sd.com/redfield,6/6/13 18:08
redfieldia.com,,Local Government,Iowa,accepted term,"Redfield, Ia -- Note added 8/26/15 13:35",http://redfieldia.com/,6/6/13 18:08
redfordtwp.com,,Local Government,Michigan,accepted term,"redford township, mi -- Note added 9/3/15 16:02",http://redfordtwp.com/,6/6/13 18:08
redgranitewisconsin.com,,Local Government,Wisconsin,accepted term,"Village of Redgranite, WI -- Note added 8/6/14 5:48",http://redgranitewisconsin.com/,6/6/13 18:08
redhook.org,,Local Government,New York,accepted term,"Town of Red Hook, NY -- Note added 7/2/15 12:04",http://redhook.org/,6/6/13 18:08
redhooknyvillage.org,,Local Government,New York,accepted term,"Village of Red Hook, NY -- Note added 7/2/15 12:05",http://redhooknyvillage.org/,6/6/13 18:08
redlionpa.org,,Local Government,Pennsylvania,accepted term,"Red Lion, PA -- Note added 10/1/14 19:52",http://redlionpa.org/,6/6/13 18:08
redriver.org,,Local Government,New Mexico,accepted term,"City of Red River, NM -- Note added 7/16/14 5:33",http://redriver.org/,6/6/13 18:08
redsprings.org,,Local Government,North Carolina,accepted term,"Redsprings,  NC -- Note added 9/15/15 17:46",http://www.redsprings.org/,6/6/13 18:08
reinbeck.org,,Local Government,Iowa,accepted term,"city of Reinbeck, IA -- Note added 8/26/15 13:36",http://www.reinbeck.org/,6/6/13 18:08
reminderville.com,,Local Government,Ohio,accepted term,"Village of Reminderville, OH -- Note added 3/26/14 19:05",http://www.reminderville.com/,6/6/13 18:08
rensselaerville.com,,Local Government,New York,accepted term,"Town of Rensselaerville, NY -- Note added 7/2/15 12:07",http://rensselaerville.com/,6/6/13 18:08
republicwa.org,,Local Government,Washington,accepted term,"City of Republic, WA -- Note added 11/17/14 7:03",http://republicwa.org/,6/6/13 18:08
reservetwp.com,,Local Government,Pennsylvania,accepted term,"Reserve Township, PA -- Note added 10/1/14 19:53",http://reservetwp.com/,6/6/13 18:08
revere.org,,Local Government,Massachusetts,accepted term,"revere, ma -- Note added 8/26/15 16:19",http://www.revere.org/,6/6/13 18:08
rexburg.org,,Local Government,Idaho,accepted term,"CIty of Rexburg, ID -- Note added 7/8/13 19:24",http://rexburg.org/pages/home,6/6/13 18:08
rfcity.org,,Local Government,Wisconsin,accepted term,"City of River Falls, WI -- Note added 8/6/14 5:49",http://rfcity.org/,6/6/13 18:08
ricetwp.us,,Local Government,Pennsylvania,accepted term,"Rice Township, PA -- Note added 10/1/14 19:55",http://ricetwp.us/,6/6/13 18:08
richardsontownship.govoffice2.com,,Local Government,Minnesota,accepted term,"Richardson Township, MN -- Note added 5/1/15 2:16",http://www.richardsontownship.govoffice2.com/,6/6/13 18:09
richfieldvillageohio.org,,Local Government,Ohio,accepted term,"Village of Richfield, OH -- Note added 3/26/14 19:05",http://richfieldvillageohio.org/,6/6/13 18:08
richfordvt.com,,Local Government,Vermont,accepted term,"Town of Richford, VT -- Note added 8/14/14 5:53",http://richfordvt.com/,6/6/13 18:08
richlandtownship.org,,Local Government,Pennsylvania,accepted term,"Richland Township, Bucks County, PA -- Note added 10/1/14 20:00",http://richlandtownship.org/,6/6/13 18:08
richlandtwp.com,,Local Government,Pennsylvania,accepted term,"Richland Township, Cambria County, PA -- Note added 10/1/14 19:58",http://www.richlandtwp.com/,6/6/13 18:08
richmond-il.com,,Local Government,Illinois,accepted term,"Village of Richmond, IL -- Note added 7/3/14 17:25",http://richmond-il.com/svmanager/g1/index.php,6/6/13 18:08
richmondgov.com,,Local Government,Virginia,accepted term,"City of Richmond, VA -- Note added 6/27/14 14:06",http://www.richmondgov.com/,6/6/13 18:08
richmondmaine.com,,Local Government,Maine,accepted term,"richmond, maine -- Note added 8/27/15 19:54",http://richmondmaine.com/,6/6/13 18:08
richmondnc.com,,Local Government,North Carolina,accepted term,"richmond,  nc -- Note added 9/15/15 17:47",http://richmondnc.com/,6/6/13 18:08
richmondri.com,,Local Government,Rhode Island,accepted term,"Town of Richmond, RI -- Note added 6/7/13 18:45",http://richmondri.com/,6/6/13 18:08
richmondvt.com,,Local Government,Vermont,accepted term,"Town of Richmond, VT -- Note added 8/14/14 5:54",http://www.richmondvt.gov/,6/6/13 18:08
richtonpark.org,,Local Government,Illinois,accepted term,"Village of Richton Park, IL -- Note added 7/3/14 17:26",http://richtonpark.org/,6/6/13 18:08
richtownship.org,,Local Government,Illinois,accepted term,"Rich Township, IL -- Note added 7/3/14 17:26",http://richtownship.org/,6/6/13 18:08
ridgefieldct.org,,Local Government,Connecticut,accepted term,"Town of Ridgefield, CT -- Note added 2/4/15 6:51",http://ridgefieldct.org/,6/6/13 18:08
ridgefieldpark.org,,Local Government,New Jersey,accepted term,"ridgefield park, nj -- Note added 9/16/15 17:05",http://www.ridgefieldpark.org/,6/6/13 18:08
ridgelandms.org,,Local Government,Mississippi,accepted term,"City of Ridgeland, MS -- Note added 7/25/14 20:48",http://www.ridgelandms.org/,6/6/13 18:08
ridgelymd.org,,Local Government,Maryland,accepted term,"Ridgely, MD -- Note added 5/27/14 3:48",http://www.ridgelymd.org/,6/6/13 18:08
ridgespringsc.com,,Local Government,South Carolina,accepted term,"ridge spring, sc -- Note added 8/28/15 15:18",http://ridgespringsc.com/,6/6/13 18:08
ridgewoodnj.net,,Local Government,New Jersey,accepted term,"village of ridgewood, nj -- Note added 9/16/15 17:05",http://www2.ridgewoodnj.net/main.cfm,6/6/13 18:08
rifleco.org,,Local Government,Colorado,accepted term,"City of Rifle, CO -- Note added 7/14/14 6:34",http://rifleco.org/,6/6/13 18:08
rigov.org,,Local Government,Illinois,accepted term,"City of Rock Island, IL -- Note added 7/3/14 17:27",http://rigov.org/,6/6/13 18:08
ringwoodnj.net,,Local Government,New Jersey,accepted term,"Ringwood, New Jersey   -- Note added 9/16/15 17:06",http://www.ringwoodnj.net/,6/6/13 18:08
riptonvt.org,,Local Government,Vermont,accepted term,"Town of Ripton, VT -- Note added 8/14/14 5:55",http://www.riptonvt.org/,6/6/13 18:08
risingsunmd.org,,Local Government,Maryland,accepted term,"Town of Rising Sun, MD -- Note added 5/27/14 3:49",http://www.risingsunmd.org/,6/6/13 18:08
rittman.com,,Local Government,Ohio,accepted term,"City of Rittman, OH -- Note added 3/27/14 17:57",http://rittman.com/,6/6/13 18:08
riverbendnc.org,,Local Government,North Carolina,accepted term,"river bend, nc -- Note added 9/15/15 17:48",http://www.riverbendnc.org/,6/6/13 18:08
riverdaleparkmd.info,,Local Government,Maryland,accepted term,"Riverdale Park, MD -- Note added 5/27/14 3:50",http://www.riverdaleparkmd.info/,6/6/13 18:08
riveredgenj.org,,Local Government,New Jersey,accepted term,"riveredge, nj -- Note added 9/16/15 17:07",http://www.riveredgenj.org/,6/6/13 18:08
riverfallstown.com,,Local Government,Wisconsin,accepted term,"Town of River Falls, WI -- Note added 8/6/14 5:50",http://riverfallstown.com/,6/6/13 18:08
riversideborough.org,,Local Government,Pennsylvania,accepted term,"Riverside Borough, PA -- Note added 10/1/14 20:00",http://www.riversideborough.org/,6/6/13 18:08
riversidetwp.org,,Local Government,New Jersey,accepted term,"riverside township, nj -- Note added 9/16/15 17:07",http://www.riversidetwp.org/,6/6/13 18:08
riverton-nj.com,,Local Government,New Jersey,accepted term,"borough of riverton, nj -- Note added 9/16/15 17:08",http://riverton-nj.com/,6/6/13 18:08
rivervalenj.org,,Local Government,New Jersey,accepted term,"Township of River Vale, nj -- Note added 9/16/15 17:09",http://rivervalenj.org/,6/6/13 18:08
riverwoods-il.net,,Local Government,Illinois,accepted term,"Village of Riverwoods, IL -- Note added 7/3/14 17:27",http://riverwoods-il.net/,6/6/13 18:08
rivierabch.com,,Local Government,Florida,accepted term,"Riviera Beach, FL -- Note added 7/1/15 18:43",http://rivierabch.com/,6/6/13 18:08
roanokeil.org,,Local Government,Illinois,accepted term,"Village of Roanoke, iL -- Note added 7/3/14 17:28",http://roanokeil.org/,6/6/13 18:08
roanokeisland.com,,Local Government,North Carolina,accepted term,"roanoke island, NC -- Note added 9/15/15 17:53",http://roanokeisland.com/,6/6/13 18:08
roanokerapidsnc.com,,Local Government,North Carolina,accepted term,"roanoke rapids, NC -- Note added 9/15/15 17:53",http://roanokerapidsnc.com/,6/6/13 18:08
roaringspring.net,,Local Government,Pennsylvania,accepted term,"Roaring Spring Borough, PA -- Note added 10/1/14 20:02",http://roaringspring.net/,6/6/13 18:08
robbinsville-twp.org,,Local Government,New Jersey,accepted term,"robbinsville township, nj -- Note added 9/16/15 17:11",http://www.robbinsville-twp.org/index.html,6/6/13 18:08
robertsdale.org,,Local Government,Alabama,accepted term,"City of Robertsdale, AL -- Note added 7/15/13 18:35",http://www.robertsdale.org/,6/6/13 18:08
robertswisconsin.com,,Local Government,Wisconsin,accepted term,"Village of Roberts, WI -- Note added 8/6/14 5:51",http://robertswisconsin.com/,6/6/13 18:08
robinson-twp.org,,Local Government,Michigan,accepted term,"robinson township, mi -- Note added 9/3/15 16:02",http://robinson-twp.org/,6/6/13 18:08
rochester-township.com,,Local Government,Minnesota,accepted term,"Rochester Township, MN -- Note added 5/1/15 2:20",http://www.rochester-township.com/,6/6/13 18:08
rochesterhills.org,,Local Government,Michigan,accepted term,"rochester hills, mi -- Note added 9/3/15 16:02",http://rochesterhills.org/,6/6/13 18:08
rochesteril.org,,Local Government,Illinois,accepted term,"Village of Rochester, IL -- Note added 7/3/14 17:28",http://rochesteril.org/,6/6/13 18:08
rochesternh.net,,Local Government,New Hampshire,accepted term,"rochester, nh -- Note added 9/2/15 19:07",http://www.rochesternh.net/,6/6/13 18:08
rochestervermont.org,,Local Government,Vermont,accepted term,"Town of Rochester, VT -- Note added 8/14/14 5:56",http://rochestervermont.org/,6/6/13 18:08
rochesterwi.us,,Local Government,Wisconsin,accepted term,"Village of Rochester, WI -- Note added 8/6/14 5:52",http://rochesterwi.us/,6/6/13 18:08
rockawayborough.com,,Local Government,New Jersey,accepted term,"Borough of Rockaway, NJ -- Note added 11/19/13 20:22",http://rockawayborough.com/,6/6/13 18:08
rockawaytownship.org,,Local Government,New Jersey,accepted term,"Rockaway Township, nj -- Note added 9/16/15 17:12",http://rockawaytownship.org/,6/6/13 18:08
rockbf.org,,Local Government,Vermont,accepted term,"Town of Rockingham and Village of Bellows Falls, VT -- Note added 8/14/14 5:58",http://www.rockbf.org/,6/6/13 18:08
rockdale-il.com,,Local Government,Illinois,accepted term,"Village of Rockdale, IL -- Note added 7/3/14 17:29",http://rockdale-il.com/,6/6/13 18:08
rockdalecityhall.com,,Local Government,Texas,accepted term,"City of Rockdale, TX -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
rockfalls61071.com,,Local Government,Illinois,accepted term,"City of Rock Falls, IL -- Note added 7/3/14 17:30",http://rockfalls61071.com/,6/6/13 18:08
rockfallsiowa.com,,Local Government,Iowa,accepted term,"City of Rock Falls, IA -- Note added 3/20/14 16:58",http://rockfallsiowa.com/,6/6/13 18:08
rockfordtownship.com,,Local Government,Minnesota,accepted term,"Rockford Township, MN -- Note added 5/1/15 2:21",http://www.rockfordtownship.com/,6/6/13 18:08
rocktonvillage.com,,Local Government,Illinois,accepted term,"Village of Rockton, IL -- Note added 8/2/13 16:20",http://www.rocktonvillage.com/,6/6/13 18:08
rockvillecity.org,,Local Government,Minnesota,accepted term,"City of Rockville, MN -- Note added 5/1/15 2:22",http://www.rockvillecity.org/,6/6/13 18:08
rockymountva.org,,Local Government,Virginia,accepted term,"Town of Rocky Mount, VA -- Note added 6/27/14 14:11",http://rockymountva.org/,6/6/13 18:08
rogersarkansas.com,,Local Government,Arkansas,accepted term,"City of Rogers, AR -- Note added 7/17/13 18:55",http://rogersar.gov/,6/6/13 18:08
rogerscity.com,,Local Government,Michigan,accepted term,"Rogers City, MI -- Note added 3/20/14 16:59",http://www.rogerscity.com/,6/6/13 18:08
rogersvillemo.org,,Local Government,Missouri,accepted term,"City of Rogersville, MO -- Note added 11/19/13 20:32",http://rogersvillemo.org/,6/6/13 18:08
rolfeiowa.com,,Local Government,Iowa,accepted term,"Rolfe, IA -- Note added 8/26/15 13:38",http://rolfeiowa.com/,6/6/13 18:08
rolla.nd.utma.com/RollaCity,,Local Government,North Dakota,accepted term,"City of Rolla, ND -- Note added 7/18/13 12:48",#N/A,6/6/13 18:08
rollacity.org,,Local Government,Missouri,accepted term,"City of Rolla, MO -- Note added 12/3/13 17:50",http://rollacity.org/,6/6/13 18:08
rollinsford.nh.us,,Local Government,New Hampshire,accepted term,"rollinsford, nh -- Note added 9/2/15 19:07",http://rollinsford.nh.us/,6/6/13 18:08
romefloyd.com,,Local Government,Georgia,accepted term,"Floyd County and City of Rome, Ga -- Note added 8/25/15 16:05",http://www.romefloyd.com/,6/6/13 18:08
romenewyork.com,,Local Government,New York,accepted term,"City of Rome, NY -- Note added 7/2/15 12:11",http://romenewyork.com/,6/6/13 18:08
romeoville.org,,Local Government,Illinois,accepted term,"Village of Romeoville, IL -- Note added 7/3/14 17:31",http://romeoville.org/,6/6/13 18:08
romewi.com,,Local Government,Wisconsin,accepted term,"Town of Rome, WI -- Note added 8/6/14 5:53",http://townofrome.com/,6/6/13 18:08
romulusgov.com,,Local Government,Michigan,accepted term,"romulus, mi -- Note added 9/3/15 16:03",http://romulusgov.com/,6/6/13 18:08
romulustown.com,,Local Government,New York,accepted term,"Town of Romulus, NY -- Note added 7/2/15 12:12",http://romulustown.com/,6/6/13 18:08
roosevelttownship.govoffice.com,,Local Government,Minnesota,accepted term,"Roosevelt Township, MN -- Note added 5/1/15 2:23",http://www.roosevelttownship.govoffice.com/,6/6/13 18:09
rootstowntwp.com,,Local Government,Ohio,accepted term,"Township of Rootstown, OH -- Note added 3/27/14 17:59",http://rootstowntwp.com/,6/6/13 18:08
roselandnj.org,,Local Government,New Jersey,accepted term,"borough of roseland, nj -- Note added 9/16/15 17:16",http://roselandnj.org/,6/6/13 18:08
roselle.il.us,,Local Government,Illinois,accepted term,"Village of Roselle, IL -- Note added 7/3/14 17:31",http://roselle.il.us/,6/6/13 18:09
roselleoem.org,,Local Government,New Jersey,accepted term,"Borough of Roselle, nj -- Note added 9/16/15 17:17",http://www.boroughofroselle.com/,6/6/13 18:08
rosellepark.net,,Local Government,New Jersey,accepted term,"roselle park, nj -- Note added 9/16/15 17:20",http://rosellepark.net/,6/6/13 18:08
rosenet.org,,Local Government,New Jersey,accepted term,"Borough of Madison, NJ -- Note added 6/6/13 18:09",http://rosenet.org/,6/6/13 18:09
rosholtvillage.com,,Local Government,Wisconsin,accepted term,"Village of Rostholt, WI -- Note added 8/6/14 5:54",http://rosholtvillage.com/,6/6/13 18:08
ross.pa.us,,Local Government,Pennsylvania,accepted term,"Ross Township, PA -- Note added 10/1/14 20:03",http://ross.pa.us/,6/6/13 18:08
rossfordohio.com,,Local Government,Ohio,accepted term,"City of Rossford, OH -- Note added 3/27/14 18:00",http://rossfordohio.com/city/,6/6/13 18:08
rosslynfarms.org,,Local Government,Pennsylvania,accepted term,"Rosslyn Farms Borough, PA -- Note added 10/1/14 20:04",http://rosslynfarms.org/,6/6/13 18:08
roswellgov.com,,Local Government,Georgia,accepted term,"city of Roswell, Ga -- Note added 8/25/15 16:06",http://roswellgov.com/,6/6/13 18:08
rotterdamny.org,,Local Government,New York,accepted term,"Town of Rotterdam, NY -- Note added 7/2/15 12:13",http://rotterdamny.org/,6/6/13 18:08
roundhillva.org,,Local Government,Virginia,accepted term,"Town of Round Hill, VA -- Note added 7/11/14 18:41",http://roundhillva.org/,6/6/13 18:08
roundlakepark.us,,Local Government,Illinois,accepted term,"Village of Round Lake Park, IL -- Note added 7/3/14 17:32",http://roundlakepark.us/,6/6/13 18:08
rowlett.com,,Local Government,Texas,accepted term,"City of Rowlett, T -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
roxbury.govoffice2.com,,Local Government,Vermont,accepted term,"Town of Roxbury, VT -- Note added 8/14/14 5:59",http://www.roxbury.govoffice2.com/,6/6/13 18:09
roxbury.org,,Local Government,New Jersey,accepted term,"roxbury public schools, NJ -- Note added 9/16/15 18:25",http://roxbury.org/site/default.aspx?PageID=1,6/6/13 18:08
roxburyct.com,,Local Government,Connecticut,accepted term,"Town of Roxbury, CT -- Note added 2/4/15 6:52",http://roxburyct.com/Pages/index,6/6/13 18:08
roxburynj.us,,Local Government,New Jersey,accepted term,"township of roxbury, nj -- Note added 9/16/15 18:26",http://roxburynj.us/,6/6/13 18:09
royalcitywa.org,,Local Government,Washington,accepted term,"Royal City, WA -- Note added 11/17/14 7:02",http://royalcitywa.org/,6/6/13 18:08
royalpalmbeach.com,,Local Government,Florida,accepted term,"Royal Palm Beach, FL -- Note added 7/1/15 18:44",http://royalpalmbeach.com/,6/6/13 18:08
royaltontownship.com,,Local Government,Minnesota,accepted term,"Royalton Township, MN -- Note added 5/1/15 2:25",http://www.royaltontownship.com/,6/6/13 18:08
royaltonvt.com,,Local Government,Vermont,accepted term,"Town of Royalton, VT -- Note added 8/14/14 5:59",http://royaltonvt.com/,6/6/13 18:08
rrcity.com,,Local Government,Ohio,accepted term,"City of Rocky River, OH -- Note added 3/27/14 18:02",http://www.rrcity.com/,6/6/13 18:08
rswy.net,,Local Government,Wyoming,accepted term,"City of Rock Springs, WY -- Note added 6/7/13 16:11",http://rswy.net/,6/6/13 18:08
rubberrevolutiondc.com,,Local Government,District of Columbia,accepted term,"Rubber Revolution, a campaign of the District of Columbia Department of Health -- Note added 11/20/13 16:25",http://rubberrevolutiondc.com/,6/6/13 18:08
ruidosodowns.us,,Local Government,New Mexico,accepted term,"City of Ruidoso Downs, NM -- Note added 7/16/14 5:36",http://ruidosodowns.us/,6/6/13 18:08
rumfordmaine.net,,Local Government,Maine,accepted term,"rumford, me -- Note added 8/27/15 19:54",http://rumfordmaine.net/,6/6/13 18:08
rumneynh.org,,Local Government,New Hampshire,accepted term,"rumney, nh -- Note added 9/2/15 19:08",http://rumneynh.org/,6/6/13 18:08
rupert-idaho.com,,Local Government,Idaho,accepted term,"City of Rupert, ID -- Note added 7/8/13 19:26",http://www.rupert-idaho.com/,6/6/13 18:08
ruralvalleyborough.org,,Local Government,Pennsylvania,accepted term,"Rural Valley Borough, PA -- Note added 10/1/14 20:06",http://ruralvalleyborough.org/,6/6/13 18:08
rushford.govoffice.com,,Local Government,Minnesota,accepted term,"City of Rushford, MN -- Note added 5/1/15 2:27",http://www.rushford.govoffice.com/,6/6/13 18:09
rushfordvillage.govoffice.com,,Local Government,Minnesota,accepted term,"City of Rushford Village, MN -- Note added 5/1/15 2:28",http://www.rushfordvillage.govoffice.com/,6/6/13 18:09
russellcity.org,,Local Government,Kansas,accepted term,"City of Russell, KS -- Note added 7/10/14 5:44",http://russellcity.org/,6/6/13 18:08
russellvillearkansas.org,,Local Government,Arkansas,accepted term,"City of Russellville, AR -- Note added 7/17/13 18:56",http://russellvillearkansas.org/,6/6/13 18:08
ruston.org,,Local Government,Louisiana,accepted term,"Ruston, La -- Note added 8/24/15 15:07",http://ruston.org/,6/6/13 18:08
rustonwa.org,,Local Government,Washington,accepted term,"Town of Ruston, WA -- Note added 11/17/14 7:01",http://www.rustonwa.org/,6/6/13 18:08
rutherford-nj.com,,Local Government,New Jersey,accepted term,"Borough of Rutherford, NJ -- Note added 3/24/14 15:06",http://rutherford-nj.com/,6/6/13 18:08
rutlandcity.org,,Local Government,Vermont,accepted term,"City of Rutland, VT -- Note added 8/14/14 6:01",http://www.rutlandcity.org/,6/6/13 18:08
rutlandrec.com,,Local Government,Vermont,accepted term,City of Rutland Recreation and Parks Division -- Note added 8/14/14 6:02,http://www.rutlandrec.com/,6/6/13 18:08
rutlandtown.com,,Local Government,Vermont,accepted term,"Town of Rutland, VT -- Note added 8/14/14 6:03",http://rutlandtown.com/,6/6/13 18:08
rutlandtownship.com,,Local Government,Illinois,accepted term,"Rutland Township, IL -- Note added 7/3/14 17:32",http://rutlandtownship.com/,6/6/13 18:08
rutledgega.us,,Local Government,Georgia,accepted term,"City of Rutledge, Ga -- Note added 8/25/15 16:06",http://rutledgega.us/,6/6/13 18:08
ryetwp.com,,Local Government,Pennsylvania,accepted term,"Rye Township, PA -- Note added 10/1/14 20:07",http://ryetwp.com/Pages/Home.aspx,6/6/13 18:08
sacomaine.org,,Local Government,Maine,accepted term,"saco, maine -- Note added 8/27/15 19:55",http://sacomaine.org/,6/6/13 18:08
saddlebrooknj.us,,Local Government,New Jersey,accepted term,"saddlebrook, nj -- Note added 9/16/15 18:44",http://saddlebrooknj.us/,6/6/13 18:08
saddleriver.org,,Local Government,New Jersey,accepted term,"saddle river, nj -- Note added 9/16/15 18:45",http://saddleriver.org/,6/6/13 18:08
sadsburytownship.com,,Local Government,Pennsylvania,accepted term,"Sadsbury Township, PA -- Note added 10/1/14 20:09",http://sadsburytownship.com/,6/6/13 18:08
saginaw-mi.com,,Local Government,Michigan,accepted term,"saginaw, mi -- Note added 9/3/15 16:04",http://www.saginaw-mi.com/,6/6/13 18:08
saginawtownship.org,,Local Government,Michigan,accepted term,"saginaw township, mi -- Note added 9/3/15 16:05",http://saginawtownship.org/,6/6/13 18:08
saintnazianz.org,,Local Government,Wisconsin,accepted term,"Village of St. Nazianz, WI -- Note added 1/13/14 18:42",http://www.saintnazianz.org/,6/6/13 18:09
salem-mi.org,,Local Government,Michigan,accepted term,"salem, mi -- Note added 9/3/15 16:05",http://www.salem-mi.org/,6/6/13 18:08
salem.com,,Local Government,Massachusetts,accepted term,"salem, ma -- Note added 8/26/15 16:19",http://salem.com/Pages/index,6/6/13 18:08
salemcitynj.com,,Local Government,New Jersey,accepted term,"Salem City, NJ -- Note added 9/16/15 18:45",http://salemcitynj.com/,6/6/13 18:08
salemil.us,,Local Government,Illinois,accepted term,"City of Salem, IL -- Note added 7/3/14 17:33",http://salemil.us/Pages/index,6/6/13 18:08
salemsd.com,,Local Government,South Dakota,accepted term,"City of Salem, SD -- Note added 7/17/14 5:52",http://www.salemsd.com/,6/6/13 18:08
salisburyct.us,,Local Government,Connecticut,accepted term,"Town of Salisbury, CT -- Note added 2/4/15 6:53",http://salisburyct.us/,6/6/13 18:08
salisburynh.org,,Local Government,New Hampshire,accepted term,"salisbury, nh -- Note added 9/2/15 19:08",http://salisburynh.org/,6/6/13 18:08
sallisawok.org,,Local Government,Oklahoma,accepted term,"City of Sallisaw, OK -- Note added 8/25/14 16:55",http://www.sallisawok.org/,6/6/13 18:08
salmun.com,,Local Government,New York,accepted term,"City of Salamanca, NY -- Note added 8/25/14 16:56",http://www.salmun.com/,6/6/13 18:08
saltville.org,,Local Government,Virginia,accepted term,"Town of Saltville, VA -- Note added 6/27/14 14:24",http://saltville.org/,6/6/13 18:08
sammamish.us,,Local Government,Washington,accepted term,"City of Sammamish, WA -- Note added 12/2/14 16:26",http://www.sammamish.us/,12/2/14 16:26
san-clemente.org,,Local Government,California,accepted term,"City of San Clemente, CA -- Note added 8/25/14 16:21",http://san-clemente.org/sc/News1.aspx?PageID=1,6/6/13 18:08
san-marcos.net,,Local Government,California,accepted term,"City of San Marcos, CA -- Note added 8/25/14 16:57",http://www.san-marcos.net/,6/6/13 18:08
sanborntonnh.org,,Local Government,New Hampshire,accepted term,"sanbornton, nh -- Note added 9/2/15 19:09",http://sanborntonnh.org/,6/6/13 18:08
sandersville.net,,Local Government,Georgia,accepted term,"Sandersville, Ga -- Note added 8/25/15 16:07",http://sandersville.net/,6/6/13 18:08
sandown.us,,Local Government,New Hampshire,accepted term,"sandown, nh -- Note added 9/2/15 19:09",http://sandown.us/Pages/index,6/6/13 18:08
sandspringsok.org,,Local Government,Oklahoma,accepted term,"sand spring, Ok -- Note added 8/28/15 18:26",http://sandspringsok.org/,6/6/13 18:08
sandstone.govoffice.com,,Local Government,Minnesota,accepted term,"City of Sandstone, MN -- Note added 5/1/15 2:29",http://www.sandstone.govoffice.com/,6/6/13 18:09
sandwichmass.org,,Local Government,Massachusetts,accepted term,"sandwich, Ma -- Note added 8/26/15 16:19",http://sandwichmass.org/,6/6/13 18:08
sandwichnh.org,,Local Government,New Hampshire,accepted term,"Town of Sandwich, NH -- Note added 8/5/13 19:16",http://www.sandwichnh.org/,6/6/13 18:09
sanfordmaine.org,,Local Government,Maine,accepted term,"sanford, me -- Note added 8/27/15 19:56",http://www.sanfordmaine.org/,6/6/13 18:08
sanfordnc.net,,Local Government,North Carolina,accepted term,"Sanford, NC -- Note added 9/15/15 17:55",http://sanfordnc.net/,6/6/13 18:08
sanfranciscotownship.com,,Local Government,Minnesota,accepted term,"San Francisco Township, MN -- Note added 5/1/15 2:30",http://www.sanfranciscotownship.com/,6/6/13 18:08
sangabrielcity.com,,Local Government,California,accepted term,"City of San Gabriel, CA -- Note added 8/25/14 15:30",http://www.sangabrielcity.com/,6/6/13 18:08
sangervilleme.com,,Local Government,Maine,accepted term,"Town of Sangerville, ME -- Note added 11/10/15 12:48",http://sangervilleme.com/,6/6/13 18:08
sanjacintoriverauthority.com,,Local Government,Texas,accepted term,San Jacinto River Authority -- Note added 7/8/14 12:22,http://www.sanjacintoriverauthority.com/,7/8/14 12:20
sanjuanciudadpatria.com,,Local Government,Puerto Rico,accepted term,"Municipio de San Juan, PR -- Note added 6/12/13 12:28",http://www.sanjuanciudadpatria.com/,6/6/13 18:08
saraland.org,,Local Government,Alabama,accepted term,"City of Saraland, AL -- Note added 7/15/13 18:35",http://www.saraland.org/,6/6/13 18:08
sarasotagov.com,,Local Government,Florida,accepted term,"City of Sarasota, FL -- Note added 9/5/13 13:42",http://www.sarasotagov.org/,6/6/13 18:08
saratoga.govoffice2.com,,Local Government,Wyoming,accepted term,"Town of Saratoga, WY -- Note added 6/7/13 16:12",http://www.saratoga.govoffice2.com/,6/6/13 18:09
saratogaspringscity.com,,Local Government,Utah,accepted term,"City of Saratoga Springs, UT -- Note added 8/25/14 16:24",http://www.saratogaspringscity.com/,6/6/13 18:08
sardiscity.org,,Local Government,Alabama,accepted term,"Town of Sardis City, AL -- Note added 7/15/13 18:49",http://www.sardiscity.org/,6/6/13 18:08
sartellmn.com,,Local Government,Minnesota,accepted term,"City of Sartell, MN -- Note added 5/1/15 2:31",http://www.sartellmn.com/,6/6/13 18:08
satellitebeachfl.org,,Local Government,Florida,accepted term,"City of Satellite Beach, FL -- Note added 11/19/13 20:36",http://www.satellitebeachfl.org/Pages/default.aspx,6/6/13 18:08
saugatuckcity.com,,Local Government,Michigan,accepted term,"saugatuck city, mi -- Note added 9/3/15 16:06",http://saugatuckcity.com/,6/6/13 18:08
saugerties.ny.us,,Local Government,New York,accepted term,"Town of Saugerties, NY -- Note added 8/25/14 16:25",http://saugerties.ny.us/content,6/6/13 18:08
saukcity.net,,Local Government,Wisconsin,accepted term,"Village of Sauk City, WI -- Note added 8/6/14 5:57",http://www.saukcity.net/,6/6/13 18:08
savannaillinois.com,,Local Government,Illinois,accepted term,"City of Savanna, IL -- Note added 7/3/14 17:33",http://savannaillinois.com/,6/6/13 18:08
saxeville.org,,Local Government,Wisconsin,accepted term,"Town of Saxeville, WI -- Note added 8/6/14 5:58",http://saxeville.org/,6/6/13 18:08
