Domain,Federal Agency,Level of Government,Location,Status,Note,Link,Date Added
cityoflagrande.org,,Local Government,Oregon,accepted term,"City of La Grande, OR -- Note added 6/20/14 7:52",http://cityoflagrande.org/muraProjects/muraLAG/lagcity/,6/6/13 18:08
cityoflagunaniguel.org,,Local Government,California,accepted term,"City of Laguna Niguel, CA -- Note added 7/31/13 16:41",http://cityoflagunaniguel.org/,6/6/13 18:08
cityoflakecharles.com,,Local Government,Louisiana,accepted term,"Lake Charles, LA -- Note added 8/24/15 14:20",http://cityoflakecharles.com/,6/6/13 18:08
cityoflakeforest.com,,Local Government,Illinois,accepted term,"City of Lake Forest, IL -- Note added 7/1/14 19:45",http://www.cityoflakeforest.com/,6/6/13 18:08
cityoflakegeneva.com,,Local Government,Wisconsin,accepted term,"City of Lake Geneva, WI -- Note added 7/31/14 5:27",http://www.cityoflakegeneva.com/,6/6/13 18:08
cityoflakeland.com,,Local Government,Tennessee,accepted term,"City of Lakeland, TN -- Note added 6/23/14 9:46",http://cityoflakeland.com/City_of_Lakeland/Index_of_Pages.html,6/6/13 18:08
cityoflakeport.com,,Local Government,California,accepted term,"City of Lakeport, CA website -- Note added 4/22/15 22:12",http://cityoflakeport.com/,6/6/13 18:08
cityoflakeshore.com,,Local Government,Minnesota,accepted term,"City of Lake Shore, MN -- Note added 4/19/15 23:08",http://cityoflakeshore.com/,6/6/13 18:08
cityoflakewales.com,,Local Government,Florida,accepted term,"The City of Lake Wales, FL -- Note added 6/16/15 16:48",http://www.cityoflakewales.com/,6/6/13 18:08
cityoflakeway.com,,Local Government,Texas,accepted term,"City of Lakeway, TX -- Note added 6/15/15 5:25",http://www.lakeway-tx.gov/,6/6/13 18:08
cityoflakewood.us,,Local Government,Washington,accepted term,"City of Lakewood, WA -- Note added 11/26/14 6:43",https://www.cityoflakewood.us/,6/6/13 18:08
cityoflamar.org,,Local Government,Missouri,accepted term,"City of Lamar, MO. n  -- Note added 9/30/15 15:38",http://cityoflamar.org/,6/6/13 18:08
cityoflamesa.com,,Local Government,California,accepted term,"City of La Mesa, CA -- Note added 6/6/13 18:09",http://cityoflamesa.com/,6/6/13 18:09
cityoflamirada.org,,Local Government,California,accepted term,City of LaMirada website -- Note added 4/22/15 22:17,http://cityoflamirada.org/,6/6/13 18:08
cityoflancasterca.org,,Local Government,California,accepted term,"City of Lancaster, CA website -- Note added 4/22/15 22:19",http://cityoflancasterca.org/,6/6/13 18:08
cityoflancasterpa.com,,Local Government,Pennsylvania,accepted term,"City of Lancaster, PA -- Note added 7/19/13 18:26",#N/A,6/6/13 18:08
cityoflandrum.com,,Local Government,South Carolina,accepted term,"city of landrum, sc -- Note added 8/28/15 13:33",http://cityoflandrumsc.com/,6/6/13 18:08
cityoflangdon.com,,Local Government,North Dakota,accepted term,"City of Langdon, ND -- Note added 7/18/14 5:33",http://cityoflangdon.com/,6/6/13 18:08
cityoflapalma.org,,Local Government,California,accepted term,"City of La Palma, CA website -- Note added 4/22/15 22:23",http://cityoflapalma.org/,6/6/13 18:08
cityoflaplata.net,,Local Government,Missouri,accepted term,"City of La Plata, MO -- Note added 7/31/13 14:01",http://cityoflaplata.net/,7/31/13 14:01
cityoflaramie.com,,Local Government,Wyoming,accepted term,"City of Laramie, WY -- Note added 6/6/13 18:09",http://ci.laramie.wy.us/,6/6/13 18:09
cityoflaredo.com,,Local Government,Texas,accepted term,"City of Laredo, TX -- Note added 6/1/15 6:07",http://www.cityoflaredo.com/,6/6/13 18:08
cityoflaurel.org,,Local Government,Maryland,accepted term,"City of Laurel, MD -- Note added 7/26/13 17:24",http://www.cityoflaurel.org/,6/6/13 18:08
cityoflaurenssc.com,,Local Government,South Carolina,accepted term,"city of laurens,sc -- Note added 8/28/15 13:34",http://www.cityoflaurenssc.com/,6/6/13 18:08
cityoflaurie.com,,Local Government,Missouri,accepted term,"City of Laurie, MO. -- Note added 10/1/15 15:48",http://cityoflaurie.com/,6/6/13 18:08
cityoflavista.org,,Local Government,Nebraska,accepted term,"City of La Vista, NE -- Note added 7/5/13 19:03",http://cityoflavista.org/,7/5/13 19:03
cityoflawrence.org,,Local Government,Indiana,accepted term,"city of lawrence, In -- Note added 8/27/15 14:23",http://www.cityoflawrence.org/,6/6/13 18:08
cityofleavenworth.com,,Local Government,Washington,accepted term,"City of Leavenworth, WA -- Note added 11/26/14 6:42",http://cityofleavenworth.com/,6/6/13 18:08
cityoflennoxsd.com,,Local Government,South Dakota,accepted term,"City of Lennox, SD -- Note added 7/17/14 5:21",http://www.cityoflennoxsd.com/,6/6/13 18:08
cityoflenoir.com,,Local Government,North Carolina,accepted term,"City of Lenoir, NC -- Note added 7/31/13 13:12",http://www.cityoflenoir.com/,6/6/13 18:08
cityoflesueur.com,,Local Government,Minnesota,accepted term,"City of Le Sueur, MN -- Note added 4/19/15 23:09",http://www.cityoflesueur.com/,6/6/13 18:08
cityoflewiston.org,,Local Government,Idaho,accepted term,"City of Lewiston, ID -- Note added 7/5/13 18:46",http://cityoflewiston.org/,6/6/13 18:08
cityoflewistown.com,,Local Government,Montana,accepted term,"City of Lewistown, MT -- Note added 11/22/13 12:49",http://cityoflewistown.com/,6/6/13 18:08
cityoflewisville.com,,Local Government,Texas,accepted term,"City of Lewisville, TX -- Note added 6/15/15 5:27",http://www.cityoflewisville.com/,6/6/13 18:08
cityoflfp.com,,Local Government,Washington,accepted term,"City of Lake Forest Park, WA -- Note added 11/26/14 6:41",http://cityoflfp.com/,6/6/13 18:08
cityoflg.com,,Local Government,Texas,accepted term,"City of La Grange, TX -- Note added 1/22/14 20:07",http://cityoflg.com/,6/6/13 18:08
cityoflibby.com,,Local Government,Montana,accepted term,"City of Libby, MT -- Note added 11/22/13 12:49",http://cityoflibby.com/,6/6/13 18:08
cityoflilburn.com,,Local Government,Georgia,accepted term,"City of Lilburn, Ga -- Note added 8/25/15 14:55",http://cityoflilburn.com/,6/6/13 18:08
cityoflincolnnd.com,,Local Government,North Dakota,accepted term,"City of Lincoln, ND -- Note added 7/18/14 5:34",http://cityoflincolnnd.com/,6/6/13 18:08
cityoflindsay.com,,Local Government,Oklahoma,accepted term,"City of Lindsay, OK -- Note added 6/6/13 18:09",http://cityoflindsay.com/,6/6/13 18:09
cityoflineville.com,,Local Government,Alabama,accepted term,"City of Lineville, AL -- Note added 7/17/13 13:09",http://www.cityoflineville.com/,6/6/13 18:08
cityoflittlefalls.net,,Local Government,New York,accepted term,"City of Little Falls, NY -- Note added 6/17/15 17:34",http://cityoflittlefalls.net/,6/6/13 18:08
cityofliveoak.org,,Local Government,Florida,accepted term,"The City of Live Oak, FL -- Note added 6/16/15 16:50",http://www.cityofliveoak.org/,6/6/13 18:08
cityoflivingston-tx.com,,Local Government,Texas,accepted term,"City of Livingston, TX -- Note added 6/15/15 5:28",http://cityoflivingston-tx.com/,6/6/13 18:08
cityoflockport.net,,Local Government,Illinois,accepted term,"City of Lockport, IL -- Note added 11/19/13 13:19",http://www.cityoflockport.net/,6/6/13 18:08
cityoflonetree.com,,Local Government,Colorado,accepted term,"City of Lone Tree, CO -- Note added 1/14/14 15:02",http://cityoflonetree.com/,6/6/13 18:08
cityoflongbeachms.com,,Local Government,Mississippi,accepted term,"City of Long Beach, MS -- Note added 7/23/14 14:32",http://cityoflongbeachms.com/,6/6/13 18:08
cityoflorain.org,,Local Government,Ohio,accepted term,"City of Lorain, OH -- Note added 3/11/14 15:45",http://www.cityoflorain.org/,6/6/13 18:08
cityofloris.com,,Local Government,South Carolina,accepted term,"loris, SC chamber of commerce -- Note added 8/28/15 13:36",http://lorischambersc.com/,6/6/13 18:08
cityoflosalamitos.org,,Local Government,California,accepted term,"City of Los Alamitos, CA -- Note added 7/31/13 16:43",#N/A,6/6/13 18:08
cityoflowden.org,,Local Government,Iowa,accepted term,"City of Lowden, IA -- Note added 8/25/15 20:10",http://cityoflowden.org/,6/6/13 18:08
cityoflowerburrell.com,,Local Government,Pennsylvania,accepted term,"City of Lower Burrell, PA -- Note added 9/8/14 13:58",http://cityoflowerburrell.com/,6/6/13 18:08
cityofls.net,,Local Government,Missouri,accepted term,"City of Lee's Summit, MO. -- Note added 10/1/15 15:50",http://cityofls.net/,6/6/13 18:08
cityoflucedale.com,,Local Government,Mississippi,accepted term,"City of Lucedale, MS -- Note added 7/23/14 14:33",http://cityoflucedale.com/,6/6/13 18:08
cityofluverne.org,,Local Government,Minnesota,accepted term,"City of Luverne, MN -- Note added 4/19/15 23:10",http://www.cityofluverne.org/,6/6/13 18:08
cityoflynnhaven.com,,Local Government,Florida,accepted term,"The City of Lynn Haven, FL -- Note added 6/16/15 16:52",http://cityoflynnhaven.com/,6/6/13 18:08
cityofmacclenny.com,,Local Government,Florida,accepted term,"The City of Mcclenny, FL -- Note added 6/16/15 16:53",http://cityofmacclenny.com/,6/6/13 18:08
cityofmacomb.com,,Local Government,Illinois,accepted term,"City of Macomb, IL -- Note added 11/20/13 13:03",http://www.cityofmacomb.com/,6/6/13 18:08
cityofmacon.net,,Local Government,Georgia,accepted term,"Macon, Ga -- Note added 8/25/15 14:55",http://www.maconbibb.us/,6/6/13 18:08
cityofmacon.org,,Local Government,Mississippi,accepted term,"City of Macon, MS -- Note added 7/23/14 14:34",http://cityofmacon.org/,6/6/13 18:08
cityofmadera.org,,Local Government,California,accepted term,"City of Madera, CA website -- Note added 4/24/15 20:38",http://cityofmadera.org,6/6/13 18:08
cityofmadison.com,,Local Government,Wisconsin,accepted term,"City of Madison, WI -- Note added 7/31/14 5:28",http://www.cityofmadison.com/,6/6/13 18:08
cityofmadisonsd.com,,Local Government,South Dakota,accepted term,"City of Madison, SD -- Note added 7/17/14 5:22",http://www.cityofmadisonsd.com/,6/6/13 18:08
cityofmagee.com,,Local Government,Mississippi,accepted term,"City of Magee, MS -- Note added 7/23/14 14:34",http://cityofmagee.com/,6/6/13 18:08
cityofmagnoliams.com,,Local Government,Mississippi,accepted term,"City of Magnolia, MS -- Note added 7/23/14 14:35",http://cityofmagnoliams.com/,6/6/13 18:08
cityofmaize.org,,Local Government,Kansas,accepted term,"City of Maize, KS -- Note added 6/30/14 6:34",http://cityofmaize.org/,6/6/13 18:08
cityofmanassaspark.us,,Local Government,Virginia,accepted term,"City of Manassas Park, VA -- Note added 5/30/14 14:46",http://cityofmanassaspark.us/,6/6/13 18:08
cityofmanchestertn.com,,Local Government,Tennessee,accepted term,"City of Manchester, TN -- Note added 6/23/14 9:47",http://cityofmanchestertn.com/,6/6/13 18:08
cityofmandan.com,,Local Government,North Dakota,accepted term,"City of Mandan, ND -- Note added 7/18/14 5:35",http://www.cityofmandan.com/,6/6/13 18:08
cityofmandeville.com,,Local Government,Louisiana,accepted term,"City of Mandeville, LA -- Note added 7/31/13 14:10",http://cityofmandeville.com/,6/6/13 18:08
cityofmandeville.org,,Local Government,Louisiana,accepted term,"City of Mandeville, LA -- Note added 9/22/15 16:32",#N/A,7/31/13 14:11
cityofmanning.org,,Local Government,South Carolina,accepted term,"city of manning, sc -- Note added 8/28/15 13:37",http://cityofmanning.org/,6/6/13 18:08
cityofmanvel.com,,Local Government,Texas,accepted term,"City of Manvel, TX -- Note added 6/15/15 5:29",http://cityofmanvel.com/,6/6/13 18:08
cityofmaplewood.com,,Local Government,Missouri,accepted term,"City of Maplewood, MO. -- Note added 10/1/15 15:51",http://cityofmaplewood.com/,6/6/13 18:08
cityofmarblehill.com,,Local Government,Missouri,accepted term,"City of Marble Hill, MO -- Note added 8/26/13 18:35",#N/A,6/6/13 18:08
cityofmarcoisland.com,,Local Government,Florida,accepted term,"The City of Marco Island, FL -- Note added 6/16/15 16:55",http://cityofmarcoisland.com/,6/6/13 18:08
cityofmarengo.com,,Local Government,Illinois,accepted term,"City of Marengo, IL -- Note added 7/1/14 19:46",http://cityofmarengo.com/,6/6/13 18:08
cityofmarion.org,,Local Government,Iowa,accepted term,"city of Marion, Ia -- Note added 8/25/15 20:11",http://www.cityofmarion.org/,6/6/13 18:08
cityofmarshall.com,,Local Government,Michigan,accepted term,"city of marshall, mi -- Note added 9/3/15 14:11",http://cityofmarshall.com/,6/6/13 18:08
cityofmarthasvillemo.org,,Local Government,Missouri,accepted term,"City of Marthasville, MO. -- Note added 10/1/15 16:03",http://cityofmarthasvillemo.org/,9/22/15 19:02
cityofmartinez.org,,Local Government,California,accepted term,"city of Martinez, CA website -- Note added 4/24/15 20:48",http://cityofmartinez.org/,6/6/13 18:08
cityofmaryesther.com,,Local Government,Florida,accepted term,"The City of Mary Ester, FL -- Note added 6/16/15 16:55",http://cityofmaryesther.com/,6/6/13 18:08
cityofmarysvillemi.com,,Local Government,Michigan,accepted term,"city of marysville, mi -- Note added 9/3/15 14:11",http://www.cityofmarysvillemi.com/,6/6/13 18:08
cityofmattawa.com,,Local Government,Washington,accepted term,"City of Mattawa, WA -- Note added 11/26/14 6:40",http://cityofmattawa.com/,6/6/13 18:08
cityofmauldin.org,,Local Government,South Carolina,accepted term,"city of mauldin, sc -- Note added 8/28/15 13:37",http://cityofmauldin.org/,6/6/13 18:08
cityofmayer.com,,Local Government,Minnesota,accepted term,"City of Mayer, MN -- Note added 7/26/13 18:35",http://www.cityofmayer.com/,6/6/13 18:09
cityofmayfield.org,,Local Government,Kentucky,accepted term,"city of mayfield, ky -- Note added 8/27/15 16:18",http://www.cityofmayfield.org/,6/6/13 18:08
cityofmaysville.com,,Local Government,Kentucky,accepted term,"city of maysville, ky -- Note added 8/27/15 16:18",http://www.cityofmaysville.com/,6/6/13 18:08
cityofmaywood.com,,Local Government,California,accepted term,"City of Maywood, CA website -- Note added 4/24/15 20:52",http://cityofmaywood.com/,6/6/13 18:08
cityofmc.com,,Local Government,Louisiana,accepted term,"Morgan City, La -- Note added 8/24/15 14:21",http://cityofmc.com/,6/6/13 18:08
cityofmcalester.com,,Local Government,Oklahoma,accepted term,"city of mcalester, sc -- Note added 8/28/15 16:35",http://cityofmcalester.com/,6/6/13 18:08
cityofmccleary.com,,Local Government,Washington,accepted term,"City of McCleary, WA -- Note added 11/26/14 6:39",http://www.cityofmccleary.com/,6/6/13 18:08
cityofmccook.com,,Local Government,Nebraska,accepted term,"City of McCook, NE -- Note added 6/6/13 18:09",http://cityofmccook.com/,6/6/13 18:09
cityofmcgehee.com,,Local Government,Arkansas,accepted term,"City of McGehee, AR -- Note added 7/17/13 18:17",http://cityofmcgehee.com/,6/6/13 18:08
cityofmebane.com,,Local Government,North Carolina,accepted term,"city of mebane, nc -- Note added 9/11/15 19:26",http://cityofmebane.com/,6/6/13 18:08
cityofmechanicsville.net,,Local Government,Iowa,accepted term,"Mechanicsville, IA -- Note added 8/25/15 20:11",http://cityofmechanicsville.net/,6/6/13 18:08
cityofmelba.org,,Local Government,Idaho,accepted term,"City of Melba, ID -- Note added 7/5/13 18:46",http://cityofmelba.org/,6/6/13 18:08
cityofmelrose.com,,Local Government,Minnesota,accepted term,"City of Melrose, MN -- Note added 2/11/14 19:02",http://www.cityofmelrose.com/,2/11/14 19:02
cityofmelrose.org,,Local Government,Massachusetts,accepted term,"Melrose, Ma -- Note added 8/26/15 15:51",http://www.cityofmelrose.org/,6/6/13 18:08
cityofmemphis.org,,Local Government,Tennessee,accepted term,"City of Memphis, TN -- Note added 6/23/14 9:48",http://cityofmemphis.org/,6/6/13 18:08
cityofmenifee.us,,Local Government,California,accepted term,"City of Menifee, CA website -- Note added 4/24/15 21:02",http://cityofmenifee.us/,6/6/13 18:08
cityofmentor.com,,Local Government,Ohio,accepted term,"City of Mentor, OH -- Note added 3/11/14 15:51",http://cityofmentor.com/,6/6/13 18:08
cityofmerced.org,,Local Government,California,accepted term,"City of Merced, CA website -- Note added 4/24/15 21:08",https://www.cityofmerced.org/,6/6/13 18:08
cityofmeriden.org,,Local Government,Connecticut,accepted term,"City of Meriden, CT -- Note added 12/15/14 6:23",http://www.cityofmeriden.org/Default.asp,6/6/13 18:08
cityofmesquite.com,,Local Government,Texas,accepted term,"City of Mesquite, TX -- Note added 6/15/15 5:30",http://cityofmesquite.com/,6/6/13 18:08
cityofmetropolis.com,,Local Government,Illinois,accepted term,"City of Metropolis, IL -- Note added 7/1/14 19:47",http://cityofmetropolis.com/,6/6/13 18:08
cityofmiddletown.com,,Local Government,Connecticut,accepted term,"City of Middletown, CT -- Note added 12/15/14 6:24",http://cityofmiddletown.com/,6/6/13 18:08
cityofmilaca.org,,Local Government,Minnesota,accepted term,"City of Milaca, MN -- Note added 4/19/15 23:12",http://www.cityofmilaca.org/,6/6/13 18:08
cityofmilantn.com,,Local Government,Tennessee,accepted term,"City of Milan, TN -- Note added 11/22/13 14:19",http://www.cityofmilantn.com/,6/6/13 18:08
cityofmilford.com,,Local Government,Delaware,accepted term,"City of Milford, DE -- Note added 6/7/13 17:09",http://cityofmilford.com/,6/6/13 18:08
cityofmillbrook.org,,Local Government,Alabama,accepted term,"City of Millbrook, AL -- Note added 7/1/13 16:19",http://cityofmillbrook.org/,6/6/13 18:08
cityofmillcreek.com,,Local Government,Washington,accepted term,"City of Mill Creek, WA -- Note added 11/26/14 6:38",http://cityofmillcreek.com/,6/6/13 18:08
cityofmillvalley.org,,Local Government,California,accepted term,"City of Mill Valley, CA website -- Note added 4/20/15 21:25",http://cityofmillvalley.org/,6/6/13 18:08
cityofmillwood.org,,Local Government,Washington,accepted term,"City of Millwood, WA -- Note added 11/26/14 6:37",http://cityofmillwood.org/content/,6/6/13 18:08
cityofmilton.net,,Local Government,Washington,accepted term,"City of Milton, WA -- Note added 11/26/14 6:36",http://cityofmilton.net/,6/6/13 18:08
cityofmissionviejo.org,,Local Government,California,accepted term,"City of Mission Viejo, CA website n  -- Note added 4/24/15 21:29",http://cityofmissionviejo.org/,6/6/13 18:08
cityofmitchell.org,,Local Government,South Dakota,accepted term,"City of Mitchell, SD -- Note added 7/17/14 5:22",http://www.cityofmitchell.org/,6/6/13 18:08
cityofml.com,,Local Government,Washington,accepted term,"City of Moses Lake, WA -- Note added 7/31/13 13:13",http://cityofml.com/,6/6/13 18:08
cityofmlt.com,,Local Government,Washington,accepted term,"City of Mountlake Terrace, WA -- Note added 7/31/13 13:33",http://cityofmlt.com/,6/6/13 18:08
cityofmobile.org,,Local Government,Alabama,accepted term,"City of Mobile, AL -- Note added 7/1/13 16:19",http://cityofmobile.org/,6/6/13 18:08
cityofmolalla.com,,Local Government,Oregon,accepted term,"City of Molalla, OR -- Note added 6/17/14 15:35",http://www.cityofmolalla.com/,6/6/13 18:08
cityofmonett.com,,Local Government,Missouri,accepted term,"City of Monett, MO. n  -- Note added 10/1/15 16:04",http://cityofmonett.com/,6/6/13 18:08
cityofmonroe.org,,Local Government,Wisconsin,accepted term,"City of Monroe, WI -- Note added 7/31/14 5:29",http://cityofmonroe.org/,6/6/13 18:08
cityofmonrovia.org,,Local Government,California,accepted term,"City of Monrovia, CA website -- Note added 4/24/15 21:40",http://www.cityofmonrovia.org/,6/6/13 18:08
cityofmontclair.org,,Local Government,California,accepted term,"City of Montclair, CA -- Note added 7/31/13 16:43",#N/A,6/6/13 18:08
cityofmontebello.com,,Local Government,California,accepted term,"City of Montebello, CA website -- Note added 4/24/15 21:53",http://cityofmontebello.com/,6/6/13 18:08
cityofmontevallo.com,,Local Government,Alabama,accepted term,"City of Montevallo, AL -- Note added 7/1/13 16:20",http://cityofmontevallo.com/,6/6/13 18:08
cityofmonticello.net,,Local Government,Illinois,accepted term,"City of Monticello, IL -- Note added 12/4/13 20:08",http://cityofmonticello.net/,6/6/13 18:08
cityofmontrose.org,,Local Government,Colorado,accepted term,"City of Montrose, CO -- Note added 6/6/13 18:09",http://cityofmontrose.org/,6/6/13 18:09
cityofmoore.com,,Local Government,Oklahoma,accepted term,"moore, ok -- Note added 8/28/15 16:35",http://cityofmoore.com/,6/6/13 18:08
cityofmooselake.com,,Local Government,Minnesota,accepted term,"City of Moose Lake, MN -- Note added 8/25/14 17:56",http://www.cityofmooselake.com/,8/25/14 17:55
cityofmorrow.com,,Local Government,Georgia,accepted term,"City of Marrow, Ga -- Note added 8/25/15 14:54",http://cityofmorrow.com/,6/6/13 18:08
cityofmossyrock.com,,Local Government,Washington,accepted term,"City of Mossyrock, WA -- Note added 11/26/14 6:34",http://www.cityofmossyrock.com/,6/6/13 18:08
cityofmound.com,,Local Government,Minnesota,accepted term,"City of Mound, MN -- Note added 4/19/15 23:13",http://www.cityofmound.com/,6/6/13 18:08
cityofmountclemens.com,,Local Government,Michigan,accepted term,"city of mount clemens, mi -- Note added 9/3/15 14:12",http://cityofmountclemens.com/,6/6/13 18:08
cityofmountpleasantiowa.org,,Local Government,Iowa,accepted term,"City of Mount Pleasant, IA -- Note added 11/22/13 14:35",http://cityofmountpleasantiowa.org/citysite/default.aspx,6/6/13 18:08
cityofmtjuliet.org,,Local Government,Tennessee,accepted term,"City of Mt. Juliet, TN -- Note added 6/24/14 6:52",http://cityofmtjuliet.org/,6/6/13 18:08
cityofmtmorris.org,,Local Government,Michigan,accepted term,"city of mt morris, mi -- Note added 9/3/15 14:12",http://cityofmtmorris.org/,6/6/13 18:08
cityofmuncie.com,,Local Government,Indiana,accepted term,"city of munice, In -- Note added 8/27/15 14:23",http://www.cityofmuncie.com/,6/6/13 18:08
cityofmuscleshoals.com,,Local Government,Alabama,accepted term,"City of Muscle Shoals, AL -- Note added 7/1/13 16:20",http://www.cityofmuscleshoals.com/,6/6/13 18:08
cityofmuskego.org,,Local Government,Wisconsin,accepted term,"City of Muskego, WI -- Note added 7/31/13 16:44",http://cityofmuskego.org/,6/6/13 18:08
cityofmuskegonheights.org,,Local Government,Michigan,accepted term,"city of muskegon heights, mi -- Note added 9/3/15 14:13",http://cityofmuskegonheights.org/,6/6/13 18:08
cityofmuskogee.com,,Local Government,Oklahoma,accepted term,"muskogee, ok -- Note added 8/28/15 16:36",http://cityofmuskogee.com/,6/6/13 18:08
cityofmustang.org,,Local Government,Oklahoma,accepted term,"mustang, ok -- Note added 8/28/15 16:36",http://www.cityofmustang.org/,6/6/13 18:08
cityofmyrtlebeach.com,,Local Government,South Carolina,accepted term,"myrtle beach, sc -- Note added 8/28/15 13:37",http://cityofmyrtlebeach.com/,6/6/13 18:08
cityofmyrtlecreek.com,,Local Government,Oregon,accepted term,"City of Myrtle Creek, OR -- Note added 6/20/14 7:51",http://www.cityofmyrtlecreek.com/,6/6/13 18:08
cityofnampa.us,,Local Government,Idaho,accepted term,"City of Nampa, ID -- Note added 7/5/13 18:32",http://www.cityofnampa.us/,6/6/13 18:08
cityofnapa.org,,Local Government,California,accepted term,"City of Napa, CA website -- Note added 4/24/15 22:02",http://cityofnapa.org/,6/6/13 18:08
cityofnapavine.com,,Local Government,Washington,accepted term,"City of Napavine, WA -- Note added 11/25/14 7:00",http://cityofnapavine.com/,6/6/13 18:08
cityofneedles.com,,Local Government,California,accepted term,"City of Neeles, CA website n  -- Note added 4/24/15 22:26",http://cityofneedles.com/,6/6/13 18:08
cityofnegaunee.com,,Local Government,Michigan,accepted term,"city of negaunee, mi -- Note added 9/3/15 14:13",http://cityofnegaunee.com/,6/6/13 18:08
cityofnewalbany.com,,Local Government,Indiana,accepted term,"New Albany, In -- Note added 8/27/15 14:23",http://cityofnewalbany.com/,6/6/13 18:08
cityofnewarkde.us,,Local Government,Delaware,accepted term,"City of Newark, DE -- Note added 6/6/13 18:09",http://cityofnewarkde.us/,6/6/13 18:09
cityofnewbaltimore.org,,Local Government,Michigan,accepted term,"city of new baltimore, mi -- Note added 9/3/15 14:16",http://cityofnewbaltimore.org/,6/6/13 18:08
cityofnewberry.com,,Local Government,South Carolina,accepted term,"city of newberry, sc -- Note added 8/28/15 13:38",http://www.cityofnewberry.com/,6/6/13 18:08
cityofnewburyport.com,,Local Government,Massachusetts,accepted term,"Newburyport, Ma -- Note added 8/26/15 15:51",http://www.cityofnewburyport.com/,6/6/13 18:08
cityofnewhaven.com,,Local Government,Connecticut,accepted term,"City of New Haven, CT -- Note added 12/15/14 6:25",http://cityofnewhaven.com/,6/6/13 18:08
cityofnewiberia.com,,Local Government,Louisiana,accepted term,"City of New Iberia, LA -- Note added 11/22/13 14:36",http://cityofnewiberia.com/,6/6/13 18:08
cityofnewman.com,,Local Government,California,accepted term,"City of Newman, CA website n  -- Note added 4/24/15 22:29",http://cityofnewman.com/,6/6/13 18:08
cityofnewport.com,,Local Government,Rhode Island,accepted term,"City of Newport, RI -- Note added 6/7/13 18:33",http://cityofnewport.com/,6/6/13 18:08
cityofnewportrichey.org,,Local Government,Florida,accepted term,"The City of New Port Richey, FL -- Note added 6/16/15 16:57",http://cityofnewportrichey.org/,6/6/13 18:08
cityofnewrichlandmn.com,,Local Government,Minnesota,accepted term,"City of New Richland, MN -- Note added 4/19/15 23:14",http://www.cityofnewrichlandmn.com/,6/6/13 18:08
cityofnewrockford.com,,Local Government,North Dakota,accepted term,"City of New Rockford, ND -- Note added 7/18/14 5:36",http://www.cityofnewrockford.com/,6/6/13 18:08
cityofniceville.org,,Local Government,Florida,accepted term,"The City of Niceville, FL -- Note added 6/16/15 17:00",http://cityofniceville.org/,6/6/13 18:08
cityofnoblesville.org,,Local Government,Indiana,accepted term,"City of noblesville, In -- Note added 8/27/15 14:24",http://www.cityofnoblesville.org/,6/6/13 18:08
cityofnooksack.com,,Local Government,Washington,accepted term,"City of Nooksack, WA -- Note added 12/2/14 7:18",http://www.cityofnooksack.com/,6/6/13 18:08
cityofnorthfield.org,,Local Government,New Jersey,accepted term,"city of northfield, NJ -- Note added 9/15/15 19:28",http://cityofnorthfield.org/,6/6/13 18:08
cityofnorthmuskegon.com,,Local Government,Michigan,accepted term,"city of north muskegon, mi -- Note added 9/3/15 14:16",http://www.cityofnorthmuskegon.com/,6/6/13 18:08
cityofnorthoaks.com,,Local Government,Minnesota,accepted term,"City of North Oaks, MN -- Note added 4/19/15 23:16",http://www.cityofnorthoaks.com/,6/6/13 18:08
cityofnorthport.com,,Local Government,Florida,accepted term,"The City of North Port, FL -- Note added 6/16/15 17:01",http://cityofnorthport.com/,6/6/13 18:08
cityofnorthport.org,,Local Government,Alabama,accepted term,"City of Northport, AL -- Note added 7/1/13 16:21",http://www.cityofnorthport.org/,6/6/13 18:08
cityofnorton.org,,Local Government,Ohio,accepted term,"City of Norton, OH -- Note added 3/11/14 15:52",http://cityofnorton.org/,6/6/13 18:08
cityofnsb.com,,Local Government,Florida,accepted term,"The City of New Smyrna Beach, FL -- Note added 6/16/15 16:58",http://cityofnsb.com/,6/6/13 18:08
cityofnya.com,,Local Government,Minnesota,accepted term,"City of Norwood Young America, MN -- Note added 4/19/15 23:18",http://www.cityofnya.com/,6/6/13 18:08
cityofoakgrove.com,,Local Government,Missouri,accepted term,"city of Oak Grove, MO. -- Note added 10/1/15 16:21",http://cityofoakgrove.com/,6/6/13 18:08
cityofoakparkheights.com,,Local Government,Minnesota,accepted term,"City of Oak Park Heights, MN -- Note added 11/22/13 14:20",http://www.cityofoakparkheights.com/,6/6/13 18:08
cityofoberlin.com,,Local Government,Ohio,accepted term,"City of Oberlin, OH -- Note added 3/11/14 15:54",http://www.cityofoberlin.com/Default.aspx,6/6/13 18:08
cityofodessamo.com,,Local Government,Missouri,accepted term,"City of Odessa, MO. -- Note added 10/1/15 16:22",http://cityofodessamo.com/,6/6/13 18:08
cityofoelwein.org/main,,Local Government,Iowa,accepted term,"City of Oelwein, IA -- Note added 8/25/15 20:12",http://cityofoelwein.org/main/,6/6/13 18:08
cityofokeechobee.com,,Local Government,Florida,accepted term,"The City of Okeechobee, FL -- Note added 6/16/15 16:59",http://cityofokeechobee.com/,6/6/13 18:08
cityofolean.com,,Local Government,New York,accepted term,"City of Olean, NY -- Note added 6/17/15 17:36",http://cityofolean.com/,6/6/13 18:08
