Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
vbg.org,,,,Local,,Illinois,"Village of Buffalo Grove, IL -- Note added 7/3/14 18:00",http://vbg.org/,6/6/13 18:09
vbgov.com,,,,Local,,Virginia,"City of Virginia Beach, VA -- Note added 7/11/14 19:06",http://www.vbgov.com/Pages/home.aspx,6/6/13 18:09
vcef.net,,,,State,,Virginia,Virginia Career Education Foundation is a non-profit organization that works to increase the number of qualified applicants available to fill technical positions throughout the Commonwealth of Virginia. -- Note added 7/11/14 19:07,http://www.vcef.net/,6/6/13 18:09
vchamplain.com,,,,Local,,New York,"Village of Champlain, NY -- Note added 8/14/14 13:30",http://www.vchamplain.com/,6/6/13 18:09
vcn.org,Employment and Training Administration,,,Quasigovernmental,,,"An American Job Center parter. The Virtual Career Network (VCN) is an 'open source, open content' workforce services and online learning delivery platform built and operated by the American Association of Community Colleges (AACC) under a grant from the Employment and Training Administration (ETA) of the United States Department of Labor (DOL) in July 2010 to build and operate a Healthcare Virtual Career Platform (HVCP). -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
vdbvi.org,,,,State,,Virginia,Virginia Department for the Blind and Vision Impaired -- Note added 7/11/14 19:09,http://vdbvi.org/,6/6/13 18:09
vddhh.org,,,,State,,Virginia,Virginia Department for the Deaf and Hard of Hearing (VDDHH) -- Note added 7/11/14 19:09,http://vddhh.org/,6/6/13 18:09
veazie.net,,,,Local,,Maine,"Town of Veazie, ME -- Note added 8/14/14 13:31",http://www.veazie.net/Public_Documents/index,6/6/13 18:09
vediccity.net,,,,Local,,Iowa,"Maharishi Vedic City, Iowa -- Note added 8/26/15 14:01",http://www.maharishivediccity-iowa.gov/,6/6/13 18:09
vendor.ncgov.com,,,,State,,North Carolina,State of North Carolina's Vendor Registration -- Note added 1/14/14 13:04,https://vendor.ncgov.com/,6/6/13 18:09
venicegov.com,,,,Local,,Florida,"City of Venice, FL -- Note added 7/6/15 16:40",http://venicegov.com/,6/6/13 18:09
ventnorcity.org,,,,Local,,New Jersey,"ventnor city, nj -- Note added 9/16/15 19:30",http://ventnorcity.org/,6/6/13 18:09
ventura.org,,,,County,,California,"County of Ventura, CA -- Note added 7/22/14 16:57",http://www.ventura.org/,6/6/13 18:08
vergennes.org,,,,Local,,Vermont,"City of Vergennes, VT -- Note added 8/18/14 5:34",http://vergennes.org/,6/6/13 18:09
vergennestwp.org,,,,Local,,Michigan,"vergennes township, mi -- Note added 9/3/15 16:19",http://vergennestwp.org/,6/6/13 18:09
vermillion.us,,,,Local,,South Dakota,"City of Vermillion, SD n  -- Note added 7/17/14 6:05",http://www.vermillion.us/,6/6/13 18:09
vermontartscouncil.org,,,,State,,Vermont,Vermont Arts Council -- Note added 8/18/14 5:35,http://vermontartscouncil.org/,6/6/13 18:09
vermonthistory.org,,,,State,,Vermont,Vermont Historical Society -- Note added 8/18/14 5:36,http://vermonthistory.org/,6/6/13 18:09
VermontVacation.com,,,,State,,Vermont,Travel and Tourism Site for Vermont -- Note added 6/6/13 19:19,http://vermontvacation.com/,6/6/13 19:19
vernonhills.org,,,,Local,,Illinois,"Village of Vernon Hills, IL -- Note added 7/3/14 18:00",http://vernonhills.org/,6/6/13 18:09
vernontownship.com,,,,Local,,Illinois,"Vernon Township, IL -- Note added 7/3/14 18:01",http://vernontownship.com/Vernon_Township/Home.html,6/6/13 18:09
vernontwp.com,,,,Local,,New Jersey,"vernon township, nj -- Note added 9/16/15 19:31",http://vernontwp.com/,6/6/13 18:09
veronanj.org,,,,Local,,New Jersey,"Township of Verona, nj -- Note added 9/16/15 19:31",http://veronanj.org/,6/6/13 18:09
versaillesky.com,,,,Local,,Kentucky,"The City of Versailles, ky -- Note added 8/27/15 16:58",http://versailles.ky.gov/Pages/default.aspx,6/6/13 18:09
versaillesohio.cc,,,,Local,,Ohio,"Village of Versailles, OH -- Note added 3/28/14 17:22",http://versaillesohio.cc/,6/6/13 18:09
vershirevt.org,,,,Local,,Vermont,"Town of Vershire, VT -- Note added 8/18/14 5:37",http://vershirevt.org/,6/6/13 18:09
vestalny.com,,,,Local,,New York,"Town of Vestal, NY -- Note added 7/5/13 17:49",#N/A,6/6/13 18:09
vestaviahills.net,,,,Local,,Alabama,"City of Vestavia Hills, AL -- Note added 7/17/13 13:17",http://vhal.org/,6/6/13 18:09
veteranscrisisline.net,Department of Veterans Affairs (VA),,Website - open to public,Federal,,,Veterans Crisis Line -- Note added 12/5/14 18:42,http://www.veteranscrisisline.net/,12/5/14 18:42
veteranshealthlibrary.org,,,Unused,Federal,,,Requires 'www' to resolve. -- Note added 3/24/14 16:23,http://www.veteranshealthlibrary.org/,10/25/13 20:03
vetmedinfo.org,Health and Human Services (HHS),,,Federal,,,"Domain is registered to NIH's National Library of Medicine. Used to redirect to https://www.nlm.nih.gov/services/queries/veterinarymed.html, but no longer resolves",,2/9/22
vhda.com,,,,State,,Virginia,Virginia Housing Development Authority -- Note added 7/11/14 19:10,http://www.vhda.com/,6/6/13 18:09
vhfa.org,,,,State,,Vermont,Vermont Housing Finance Agency -- Note added 8/18/14 5:37,http://vhfa.org/,6/6/13 18:09
vhib.org,,,,State,,Virginia,The Virginia Horse Industry Board is responsible for the promotion and economic development of the horse industry in Virginia and operates through the Virginia Department of Agriculture and Consumer Services. -- Note added 7/11/14 19:12,http://vhib.org/,6/6/13 18:09
vhw.org,,,,Local,,Illinois,"Village of Hawthorn Woods, IL -- Note added 7/3/14 18:02",http://vhw.org/,6/6/13 18:09
vi.deforest.wi.us,,,,Local,,Wisconsin,"Village of DeForest, WI -- Note added 1/14/14 13:23",http://www.vi.deforest.wi.us/,6/6/13 18:09
vi.hewitt.wi.us,,,,Local,,Wisconsin,"Village of Hewitt, WI -- Note added 8/12/14 5:33",http://www.vi.hewitt.wi.us/,6/6/13 18:09
vi.wheeling.il.us,,,,Local,,Illinois,"Village of Wheeling, IL -- Note added 1/14/14 13:23",http://vi.wheeling.il.us/,6/6/13 18:09
vibonline.org,,,,State,,Virginia,"Virginia Industries for the Blind, Commonwealth of Virginia -- Note added 9/3/15 11:46",http://vibonline.org/,9/3/15 11:45
vicksburg.org,,,,Local,,Mississippi,"City of Vicksburg, MS -- Note added 1/13/14 20:06",http://vicksburg.org/,6/6/13 18:09
victoriacountytx.org,,,,County,,Texas,"Victoria County, TX -- Note added 8/14/14 13:32",http://www.victoriacountytx.org/index.php/en/,6/6/13 18:09
vidaliaga.com,,,,Local,,Georgia,"Vidalia, Ga -- Note added 8/25/15 16:17",http://vidaliaga.com/,6/6/13 18:09
vide.vi,,,,State,,Virgin Islands,Virgin Islands Department of Education -- Note added 8/18/14 14:08,http://www.vide.vi/,8/18/14 14:07
vienna-wis.com,,,,Local,,Wisconsin,"Town of Vienna, WI -- Note added 8/12/14 5:32",http://vienna-wis.com/,6/6/13 18:09
viennamaine.org,,,,Local,,Maine,"Town of Vienna, ME -- Note added 12/6/13 16:40",http://viennamaine.org/drupal/,6/6/13 18:09
viennamd.org,,,,Local,,Maryland,"Town of Vienna, MD -- Note added 5/27/14 4:44",http://www.viennamd.org/,6/6/13 18:09
viennatwp.com,,,,Local,,Michigan,"vienna township, mi -- Note added 9/3/15 16:19",http://viennatwp.com/,6/6/13 18:09
viig.org,,,,State,,Virgin Islands,Office of the Virgin Islands Inspector General -- Note added 8/18/14 14:13,http://www.viig.org/,8/18/14 14:12
vil-manchester.org,,,,Local,,Michigan,"village of manchester, mi -- Note added 9/3/15 16:20",http://vil-manchester.org/,6/6/13 18:09
vil.edgar.wi.us,,,,Local,,Wisconsin,"Village of Edgar, WI -- Note added 8/12/14 5:31",http://www.vil.edgar.wi.us/,6/6/13 18:09
vil.maryville.il.us,,,,Local,,Illinois,"Village of Maryville, IL -- Note added 7/3/14 18:21",http://vil.maryville.il.us/,6/6/13 18:09
vil.waunakee.wi.us,,,,Local,,Wisconsin,"Village of Waunakee, WI -- Note added 4/2/14 12:46",http://www.vil.waunakee.wi.us/,6/6/13 18:09
vil.woodridge.il.us,,,,Local,,Illinois,"Village of Woodridge, IL -- Note added 7/3/14 18:21",http://vil.woodridge.il.us/,6/6/13 18:09
vil.wrightstown.wi.us,,,,Local,,Wisconsin,"Village of Wrightstown, WI -- Note added 8/12/14 5:30",http://vil.wrightstown.wi.us/,6/6/13 18:09
village-npb.org,,,,Local,,Florida,"The Village of North Palm Beach, FL -- Note added 7/6/15 16:42",http://www.village-npb.org/,6/6/13 18:09
village.bartlett.il.us,,,,Local,,Illinois,"Village of Bartlett, IL -- Note added 7/7/14 15:24",http://village.bartlett.il.us/,6/6/13 18:09
village.bayside.wi.us,,,,Local,,Wisconsin,"Village of Bayside, WI -- Note added 8/12/14 5:29",http://village.bayside.wi.us/,6/6/13 18:09
village.belgium.wi.us,,,,Local,,Wisconsin,"Village of Belgium, WI -- Note added 8/12/14 5:28",http://village.belgium.wi.us/,6/6/13 18:09
village.cottage-grove.wi.us,,,,Local,,Wisconsin,"Village of Cottage Grove, WI -- Note added 8/12/14 5:27",http://www.village.cottage-grove.wi.us/,6/6/13 18:09
village.fairport.ny.us,,,,Local,,New York,"Village of Fairport, NY -- Note added 1/14/14 13:19",http://village.fairport.ny.us/,6/6/13 18:09
village.fredonia.wi.us,,,,Local,,Wisconsin,"Village of Fredonia, WI -- Note added 1/14/14 13:42",http://village.fredonia.wi.us/,6/6/13 18:09
village.germantown.wi.us,,,,Local,,Wisconsin,"Village of Germantown, WI -- Note added 4/3/14 19:36",http://www.village.germantown.wi.us/,6/6/13 18:09
village.grafton.wi.us,,,,Local,,Wisconsin,"Village of Grafton, WI -- Note added 8/12/14 5:25",http://village.grafton.wi.us/,6/6/13 18:09
village.homewood.il.us,,,,Local,,Illinois,"Village of Homewood, IL -- Note added 7/7/14 15:24",http://www.village.homewood.il.us/,6/6/13 18:09
village.newburg.wi.us,,,,Local,,Wisconsin,"Village of Newburg, WI -- Note added 8/12/14 5:24",http://village.newburg.wi.us/,6/6/13 18:09
village.rantoul.il.us,,,,Local,,Illinois,"Village of Rantoul, IL -- Note added 7/7/14 15:25",http://village.rantoul.il.us/,6/6/13 18:09
village.saukville.wi.us,,,,Local,,Wisconsin,"Village of Saukville, WI -- Note added 8/12/14 5:23",http://village.saukville.wi.us/,6/6/13 18:09
village.sussex.wi.us,,,,Local,,Wisconsin,"Village of Sussex, WI -- Note added 8/12/14 5:22",http://www.villagesussex.org/,6/6/13 18:09
village.thiensville.wi.us,,,,Local,,Wisconsin,"Village of Thiensville, WI -- Note added 6/6/13 18:09",http://village.thiensville.wi.us/,6/6/13 18:09
villagebeverlyhills.com,,,,Local,,Michigan,"village beverly hills, mi -- Note added 9/3/15 16:20",http://villagebeverlyhills.com/,6/6/13 18:09
villagebhi.org,,,,Local,,North Carolina,"Village of Ball Head island, NC -- Note added 9/15/15 18:47",http://villagebhi.org/,6/6/13 18:09
villageflowerhill.org,,,,Local,,New York,"Village of Flower Hill, NY -- Note added 8/13/14 18:29",http://www.villageflowerhill.org/,6/6/13 18:09
villageofallouez.com,,,,Local,,Wisconsin,"Village of Allouez, WI -- Note added 8/12/14 5:21",http://www.villageofallouez.com/,6/6/13 18:09
villageofbaldwin.com,,,,Local,,Wisconsin,"Village of Baldwin, WI -- Note added 12/5/13 15:16",http://www.villageofbaldwin.com/,6/6/13 18:08
villageofbeachpark.com,,,,Local,,Illinois,"Village of Beach Park, IL -- Note added 7/7/14 15:25",http://www.villageofbeachpark.com/,6/6/13 18:09
villageofbellevue.org,,,,Local,,Wisconsin,"Village of Bellevue, WI -- Note added 8/12/14 5:20",http://villageofbellevue.org/,6/6/13 18:09
villageofbloomingdale.org,,,,Local,,Illinois,"Village of Bloomingdale, IL -- Note added 7/7/14 15:26",http://www.villageofbloomingdale.org/,6/6/13 18:09
villageofbourbonnais.com,,,,Local,,Illinois,"Village of Bourbonnais, IL -- Note added 7/7/14 15:26",http://villageofbourbonnais.com/,6/6/13 18:09
villageofbrookfield.com,,,,Local,,Illinois,"Village of Brookfield, IL -- Note added 7/7/14 15:27",http://villageofbrookfield.com/,6/6/13 18:09
villageofbrooklyn.com,,,,Local,,Michigan,"village of brooklyn, mi -- Note added 9/3/15 16:20",http://villageofbrooklyn.com/,6/6/13 18:09
villageofcapevincent.org,,,,Local,,New York,"Village of Cape Vincent, NY -- Note added 12/5/13 14:19",#N/A,12/5/13 14:19
villageofcarthageny.com,,,,Local,,New York,"Village of Carthage, NY -- Note added 11/20/13 13:32",http://villageofcarthageny.com/,11/20/13 13:32
villageofcatony.com,,,,Local,,New York,"Village of Cato, NY -- Note added 7/5/13 17:46",http://www.villageofcatony.com/,7/5/13 17:46
villageofclinton.org,,,,Local,,Michigan,"village of clinton, mi -- Note added 9/3/15 16:21",http://www.villageofclinton.org/,6/6/13 18:09
villageofcoldwater.com,,,,Local,,Ohio,"Village of Coldwater, OH -- Note added 3/28/14 17:23",http://villageofcoldwater.com/,6/6/13 18:09
villageofcrete.org,,,,Local,,Illinois,"Village of Crete, IL -- Note added 6/6/13 18:09",http://villageofcrete.org/,6/6/13 18:09
villageofdane.org,,,,Local,,Wisconsin,"Village of Dane, WI -- Note added 8/12/14 5:19",http://villageofdane.org/,6/6/13 18:09
villageofellenville.sharepoint.com,,,,Local,,New York,"Village of Ellenville, NY -- Note added 1/14/14 12:59",http://villageofellenville.sharepoint.com/Pages/default.aspx,6/6/13 18:09
villageofellsworth.org,,,,Local,,Wisconsin,"Village of Ellsworth, WI -- Note added 8/12/14 5:18",http://villageofellsworth.org/,6/6/13 18:09
villageoffontana.com,,,,Local,,Wisconsin,"Village of Ontana, WI -- Note added 8/12/14 5:17",http://villageoffontana.com/,6/6/13 18:09
villageoffrankfort.com,,,,Local,,Illinois,"Village of Frankfort, IL -- Note added 7/7/14 15:28",http://www.villageoffrankfort.com/,6/6/13 18:09
villageofgilberts.com,,,,Local,,Illinois,"Village of Gilberts, IL -- Note added 7/7/14 15:29",http://villageofgilberts.com/,6/6/13 18:09
villageofglencoe.org,,,,Local,,Illinois,"Village of Glencoe, IL -- Note added 7/7/14 15:29",http://www.villageofglencoe.org/,6/6/13 18:09
villageofglenwood.com,,,,Local,,Illinois,"Village of Glenwood, IL -- Note added 7/7/14 15:30",http://www.villageofglenwood.com/,6/6/13 18:09
villageofgrayslake.com,,,,Local,,Illinois,"Village of Grayslake, IL -- Note added 6/6/13 18:09",http://villageofgrayslake.com/,6/6/13 18:09
villageofhamburg.com,,,,Local,,New York,"Village of Hamburg, NY -- Note added 8/26/13 18:12",#N/A,6/6/13 18:09
villageofhartland.com,,,,Local,,Wisconsin,"Village of Hartland, WI -- Note added 8/12/14 5:16",http://villageofhartland.com/,6/6/13 18:09
villageofhazelcrest.com,,,,Local,,Illinois,"Village of Hazel Crest, IL -- Note added 7/7/14 15:31",http://villageofhazelcrest.com/,6/6/13 18:09
villageofhazelgreen.org,,,,Local,,Wisconsin,"Village of Hazel Green, WI -- Note added 8/11/14 5:57",http://villageofhazelgreen.org/,6/6/13 18:09
villageofhinsdale.org,,,,Local,,Illinois,"Village of Hinsdale, IL -- Note added 7/7/14 15:31",http://villageofhinsdale.org/,6/6/13 18:09
villageofhoward.com,,,,Local,,Wisconsin,"Village of Howard, WI -- Note added 8/11/14 5:56",http://villageofhoward.com/,6/6/13 18:09
villageofinnsbrook.org,,,,Local,,Missouri,"Village of Innsbrook, MO -- Note added 8/13/14 18:16",https://villageofinnsbrook.org/,6/6/13 18:09
villageofjackson.com,,,,Local,,Wisconsin,"Village of Jackson, WI -- Note added 8/11/14 5:55",http://www.villageofjackson.com/,6/6/13 18:09
villageofjc.com,,,,Local,,New York,"Village of Johnson City, NY -- Note added 6/6/13 18:09",#N/A,6/6/13 18:09
villageofjerome.com,,,,Local,,Illinois,"Village of Jerome, IL -- Note added 7/7/14 15:32",http://villageofjerome.com/,6/6/13 18:09
villageofjustice.org,,,,Local,,Illinois,"Village of Justice, IL -- Note added 7/7/14 15:32",http://villageofjustice.org/,6/6/13 18:09
villageofkildeer.com,,,,Local,,Illinois,"Village of Killdeer, IL -- Note added 7/7/14 15:32",http://www.villageofkildeer.com/,6/6/13 18:09
villageofkinderhook.org,,,,Local,,New York,"Village of Kinderhook, NY -- Note added 8/26/13 18:10",#N/A,6/6/13 18:09
villageoflagrange.com,,,,Local,,Illinois,"Village of La Grange, IL -- Note added 7/7/14 15:33",http://www.villageoflagrange.com/,6/6/13 18:09
villageoflena.com,,,,Local,,Illinois,"Village of Lena, IL -- Note added 7/7/14 15:34",http://villageoflena.com/,6/6/13 18:09
villageoflombard.org,,,,Local,,Illinois,"Village of Lombard, IL -- Note added 6/6/13 18:09",http://villageoflombard.org/,6/6/13 18:09
villageofmaplebluff.com,,,,Local,,Wisconsin,"Village of Maple Bluff, WI -- Note added 8/11/14 5:54",http://villageofmaplebluff.com/,6/6/13 18:09
villageofmarcellus.com,,,,Local,,New York,"Village of Marcellus, NY -- Note added 1/14/14 13:15",http://villageofmarcellus.com/,6/6/13 18:08
villageofmazomanie.com,,,,Local,,Wisconsin,"Village of Mazomanie, WI -- Note added 8/11/14 5:53",http://villageofmazomanie.com/,6/6/13 18:09
villageofmerton.com,,,,Local,,Wisconsin,"Village of Merton, WI -- Note added 8/11/14 5:52",http://villageofmerton.com/,6/6/13 18:09
villageofmiddleville.org,,,,Local,,Michigan,"Village of Middleville, MI -- Note added 3/21/14 19:25",http://villageofmiddleville.org/,6/6/13 18:09
villageofmidlothian.net,,,,Local,,Illinois,"Village of Midlothian, IL -- Note added 6/6/13 18:09",http://villageofmidlothian.net/,6/6/13 18:09
villageofmukwonago.com,,,,Local,,Wisconsin,"Village of Mukwonago, WI -- Note added 8/11/14 5:51",http://villageofmukwonago.com/,6/6/13 18:09
villageofneosho.org,,,,Local,,Wisconsin,"Village of Neosho, WI -- Note added 8/11/14 5:50",http://villageofneosho.org/,6/6/13 18:09
villageofnewalbany.org,,,,Local,,Ohio,"Village of New Albany, OH -- Note added 8/26/13 18:14",http://villageofnewalbany.org/,6/6/13 18:09
villageofnewark.com,,,,Local,,New York,"Village of Newark, NY -- Note added 8/13/14 18:18",https://www.villageofnewark.com/,6/6/13 18:09
villageofoblong.com,,,,Local,,Illinois,"Village of Oblong, IL -- Note added 7/7/14 15:36",http://villageofoblong.com/,6/6/13 18:09
villageofoceanbeach.org,,,,Local,,New York,"Village of Ocean Beach, NY -- Note added 8/13/14 18:19",http://villageofoceanbeach.org/,6/6/13 18:09
villageofossining.org,,,,Local,,New York,"Village of Ossining, NY -- Note added 8/13/14 18:21",http://www.villageofossining.org/,6/6/13 18:09
