Domain name,Agency,Maintaining office,Use case,Type of government,Federal branch,State,Comments,Link,Date Added
ncboeslpa.org,,,,State,,North Carolina,NC Board of Examiners for Speech Language and Pathologist & Audiologist n  -- Note added 9/14/15 20:30,http://ncboeslpa.org/,6/6/13 18:08
ncbola.org,,,,State,,North Carolina,Welcome to the NC Board of Landscape Architects -- Note added 9/14/15 20:31,http://ncbola.org/,6/6/13 18:08
ncbon.com,,,,State,,North Carolina,NC Board of Nursing -- Note added 9/14/15 20:31,http://www.ncbon.com/,6/6/13 18:08
ncbop.org,,,,State,,North Carolina,NC Board of Pharmacy -- Note added 9/14/15 20:32,http://www.ncbop.org/,6/6/13 18:08
ncbot.org,,,,State,,North Carolina,The North Carolina Board of Occupational Therapy -- Note added 9/14/15 20:32,http://ncbot.org/,6/6/13 18:08
ncbpe.org,,,,State,,North Carolina,The Board of Podiatry Examiners for the State of North Carolina  -- Note added 9/14/15 20:32,http://ncbpe.org/,6/6/13 18:08
ncbrownfields.org,,,,State,,North Carolina,NC Waste Management -- Note added 9/14/15 20:33,http://ncbrownfields.org/,6/6/13 18:08
ncbusinesscourt.net,,,,State,,North Carolina,nc business court -- Note added 9/14/15 20:33,http://ncbusinesscourt.net/,6/6/13 18:08
ncbussafety.org,,,,State,,North Carolina,NC School bus Safety -- Note added 9/14/15 20:34,http://ncbussafety.org/,6/6/13 18:08
ncbytrain.org,,,,State,,North Carolina,"Rail Division, North Carolina Department of Transportation -- Note added 7/24/13 16:07",http://www.ncbytrain.org/,6/6/13 18:08
nccbsw.org,,,,State,,,North Carolina Social Work Certification and Licensure Board -- Note added 9/22/15 14:10,#N/A,6/6/13 18:08
nccgl.net,,,,State,,North Carolina,"The North Carolina Center for Global Logistics is a collaborative effort between community colleges, universities, and industry partners focused on developing a highly trained workforce for the logistics and supply chain industry. -- Note added 9/14/15 20:47",http://www.nccgl.com/,6/6/13 18:08
ncchildsupport.com,,,,State,,North Carolina,NC Child Support Enforcement -- Note added 9/14/15 20:36,http://ncchildsupport.com/,6/6/13 18:08
ncchiroboard.com,,,,State,,North Carolina,North Carolina Board of Chiropractic Examiners -- Note added 9/14/15 20:37,http://ncchiroboard.com/,6/6/13 18:08
nccivilwar150.com,,,,State,,North Carolina,"North Carolina Civil War Sesquicentennial, North Carolina Department of Cultural Resources -- Note added 11/12/15 14:54",http://nccivilwar150.com/,6/6/13 18:08
nccoastalmanagement.net,,,,State,,North Carolina,NC Division of Coastal Management -- Note added 1/14/14 14:16,http://nccoastalmanagement.net/,6/6/13 18:08
nccoastalreserve.net,,,,State,,North Carolina,"NC Coastal Reserve and National Estuarine Research Reserve, NC DEQ -- Note added 11/12/15 14:51",http://www.nccoastalreserve.net/,6/6/13 18:08
nccob.org,,,,State,,North Carolina,North Carolina Office of the Commissioner of Banks (NCCOB) -- Note added 11/19/13 18:51,http://www.nccob.org/public/,6/6/13 18:08
nccommerce.com,,,,State,,North Carolina,North Carolina Department of Commerce -- Note added 7/24/13 16:42,http://nccommerce.com/,6/6/13 18:08
nccourts.org,,,,State,,North Carolina,nc court system -- Note added 9/14/15 20:38,http://nccourts.org/,6/6/13 18:08
nccrimecontrol.org,,,,State,,North Carolina,NC Dept of Public Safety -- Note added 9/14/15 20:39,https://www.ncdps.gov/,6/6/13 18:08
ncdenr.org,,,,State,,North Carolina,N.C. Department of Environment and Natural Resources -- Note added 7/24/13 16:27,http://portal.ncdenr.org/web/guest,6/6/13 18:08
ncdentalboard.org,,,,State,,North Carolina,North Carolina State Board of Dental Examiners -- Note added 9/14/15 20:40,http://ncdentalboard.org/,6/6/13 18:08
ncdiabetes.org,,,,State,,North Carolina,"This site is a tool for North Carolina citizens and providers to reduce the impact of diabetes through leadership, education, communication and community involvement. -- Note added 9/14/15 20:41",http://www.diabetesnc.com/,6/6/13 18:08
ncdisasterrelief.org,,,,State,,North Carolina,"The NC Helping Neighbors Fund is managed by the Governor's Office, in partnership with United Way of North Carolina. Donations are tax deductible; 100% of donated funds will go to the states impacted by Hurricane Sandy. -- Note added 9/14/15 20:48",http://ncdisasterrelief.org/,6/6/13 18:08
ncdjjdp.org,,,,State,,North Carolina," Juvenile Justice section of the N.C. Department of Public Safety, Division of Adult Correction and Juvenile Justice.  -- Note added 9/15/15 16:00",https://www.ncdps.gov/index2.cfm?a=000003,6/6/13 18:08
ncdmf.net,,,,State,,,"Division of Marine Fisheries, NC DENR -- Note added 11/12/15 14:07",#N/A,6/6/13 18:08
ncdmfstore.net,,,,State,,,NC Marine Fisheries Commission Store -- Note added 11/12/15 14:39,#N/A,6/6/13 18:08
ncdnpe.org,,,,State,,North Carolina,NC Division of Non Public Education -- Note added 9/15/15 16:01,http://www.ncdnpe.org/,6/6/13 18:08
ncdoi.com,,,,State,,North Carolina,North Carolina Department of Insurance -- Note added 11/19/13 20:06,http://ncdoi.com/,6/6/13 18:08
ncdoj.com,,,,State,,North Carolina,Dept of Justice -- Note added 9/15/15 16:04,http://ncdoj.com/,6/6/13 18:08
ncdrought.org,,,,State,,North Carolina,North Carolina Drought Management Advisory Council -- Note added 11/12/15 14:05,http://www.ncdrought.org/index.php,6/6/13 18:08
ncdsca.org,,,,State,,North Carolina,NC DENR's Division of Waste Management -- Note added 11/12/15 13:55,http://ncdsca.org/,6/6/13 18:08
ncems.org,,,,State,,North Carolina,The North Carolina Office of EMS -- Note added 9/15/15 16:07,http://www.ncems.org/,6/6/13 18:08
ncesf.org,,,,State,,North Carolina,The North Carolina Forest Service operates a system of six Educational State Forests (ESFs) designed to teach the public - especially school children - about the forest environment. -- Note added 9/15/15 16:34,http://ncesf.org/,6/6/13 18:08
ncfacilitymanagement.net,,,,State,,North Carolina,"Facility Management Division, NC DOA -- Note added 11/12/15 13:45",http://www.ncfacilitymanagement.net/Default.aspx,6/6/13 18:08
ncfarmfresh.com,,,,State,,North Carolina,"North Carolina Farm Fresh is a directory of pick-your-own farms, roadside farm markets, and farmers markets throughout North Carolina. It is designed to help the consumer, find the freshest locally grown fruits, vegetables, christmas trees, ornamental plants, flowers, and herbs. -- Note added 9/15/15 16:34",http://ncfarmfresh.com/index.asp,6/6/13 18:08
ncfarmtoschool.com,,,,State,,North Carolina,"NC Farm to School program, North Carolina Department of Agriculture and Consumer Services -- Note added 6/12/13 18:34",http://www.ncfarmtoschool.com/,6/6/13 18:08
ncfhp.org,,,,State,,North Carolina,"North Carolina Farmworker Health Program (NCFHP), a statewide Migrant Health Voucher Program within the Office of Rural Health -- Note added 11/12/15 13:44",http://ncfhp.org/,6/6/13 18:08
ncfilm.com,,,,State,,North Carolina,NC Film Office -- Note added 9/15/15 16:35,http://www.filmnc.com/,6/6/13 18:08
ncfirewise.org,,,,State,,North Carolina,"Firewise North Carolina,¬†North Carolina Forest Service -- Note added 6/12/13 18:15",http://ncfirewise.org/,6/6/13 18:08
ncfisheries.net,,,,State,,North Carolina,Division of Marine Fisheries  -- Note added 9/15/15 16:36,http://portal.ncdenr.org/web/mf/,6/6/13 18:08
ncfloodmaps.com,,,,State,,North Carolina,NC flood risk information system -- Note added 9/15/15 16:37,http://fris.nc.gov/fris/Home.aspx?ST=NC,6/6/13 18:08
ncforeclosurehelp.org,,,,State,,North Carolina,NC Foreclosure Prevention Fund -- Note added 11/12/15 13:43,http://www.ncforeclosurehelp.org/,6/6/13 18:08
ncforestactionplan.com,,,,State,,North Carolina,"North Carolina Forest Action Plan, North Carolina Forest Service -- Note added 11/12/15 13:40",http://www.ncforestactionplan.com/,11/12/15 13:39
ncforestassessment.com,,,,State,,,North Carolina Forest Action Plan See historical snapshot at: http://web.archive.org/web/20140517174935/http://ncforestassessment.com/  -- Note added 11/12/15 13:39,#N/A,6/6/13 18:08
ncfreshlink.com,,,,State,,North Carolina,NC Fresh Produce Information site -- Note added 9/15/15 16:37,http://ncfreshlink.com/,6/6/13 18:08
ncfrpc.org,,,,Regional,,Florida,"The North Central Florida Regional Planning Commission - To improve the quality of life of the Region's citizens by coordinating growth management, protecting regional resources, promoting economic development, and providing technical services to local governments. -- Note added 6/30/15 12:03",http://ncfrpc.org/,6/6/13 18:08
ncgov.com,,,,State,,North Carolina,State of North Carolina -- Note added 1/14/14 13:05,http://ncgov.com/,6/6/13 18:08
ncgovschool.org,,,,State,,North Carolina,"Governor's School of North Carolina, NC Department of Public Instruction -- Note added 6/12/13 18:35",http://www.ncgovschool.org/,6/6/13 18:08
ncgtp.com,,,,State,,North Carolina,The North Carolina Global TransPark -- Note added 9/15/15 16:39,http://ncgtp.com/,6/6/13 18:08
nchalb.org,,,,State,,North Carolina,NC hearing Aid Dealers -- Note added 9/15/15 16:39,http://nchalb.org/,6/6/13 18:08
nchan.org,,,,State,,North Carolina,NC Health & Human Services -- Note added 9/15/15 16:39,http://nchan.org/,6/6/13 18:08
nchealthyschools.org,,,,State,,North Carolina,NC Healthy School Website -- Note added 9/15/15 16:41,http://www.nchealthyschools.org/,6/6/13 18:08
nchfa.com,,,,State,,North Carolina,NC Housing Finance Agency  -- Note added 9/15/15 16:42,http://nchfa.com/,6/6/13 18:08
nchilb.com,,,,State,,,North Carolina Home Inspetor Licensure Board -- Note added 11/20/13 12:38,#N/A,6/6/13 18:08
nchistoricsites.org,,,,State,,North Carolina,NC Historic Sites -- Note added 9/15/15 16:42,http://nchistoricsites.org/,6/6/13 18:08
ncids.org,,,,State,,North Carolina,Office of Indigent Defense Services  -- Note added 9/15/15 16:43,http://ncids.org/,6/6/13 18:08
ncih.net,,,,State,,North Carolina,NC International House -- Note added 9/15/15 16:44,http://www.ihclt.org/,6/6/13 18:08
nciom.org,,,,State,,North Carolina,NC Institute of Medecine -- Note added 9/15/15 16:45,http://www.nciom.org/,6/6/13 18:08
ncitlb.org,,,,State,,North Carolina,The North Carolina Interpreters & Transliterators Licensing Board -- Note added 9/15/15 16:45,http://ncitlb.org/,6/6/13 18:08
ncknows.org,,,,State,,North Carolina,NCknows is a service that allows North Carolina residents to get help from librarians and use their library resources remotely through a computer. NCknows is a pilot project supported by a grant under the Federally-funded Library Services and Technology Act (LSTA). The project is administered by the State Library of North Carolina in Raleigh with help from a committee of librarians and directors from North Carolina's libraries. -- Note added 11/12/15 13:22,http://ncknows.org/,6/6/13 18:08
nclabor.com,,,,State,,North Carolina,NC Dept of Labor -- Note added 9/15/15 16:45,http://www.nclabor.com/,6/6/13 18:08
ncleg.net,,,,State,,North Carolina,NC Generla Assembly  -- Note added 9/15/15 16:46,http://ncleg.net/,6/6/13 18:08
nclicensing.org,,,,State,,North Carolina,"North Carolina State Board of Examiners of Plumbing, Heating and Fire Sprinkler Contractors -- Note added 9/15/15 16:46",http://nclicensing.org/,6/6/13 18:08
nclifetimeincome.org,,,,State,,North Carolina,NC Lifetime Income - Members of the Teachers' and State Employees' Retirement System (TSERS) and Local Governmental Employees' Retirement System (LGERS) will have a one-time opportunity to transfer all or part of their NC 401(k) and/or NC Deferred Compensation (457) funds to the Retirement System in order to receive lifetime income at or after retirement. -- Note added 11/12/15 13:21,https://www.nclifetimeincome.org/,6/6/13 18:08
nclive.org,,,,State,,North Carolina,NC Public Library -- Note added 9/15/15 16:47,http://www.nclive.org/,6/6/13 18:08
nclm.org,,,,State,,North Carolina,North Carolina League of Municipalities -- Note added 6/6/13 18:08,http://www.nclm.org/Pages/default.aspx,6/6/13 18:08
nclmft.org,,,,State,,North Carolina,the board of Marriage and family therapy of North Carolina -- Note added 9/15/15 16:48,http://www.nclmft.org/,6/6/13 18:08
nclocksmithboard.org,,,,State,,North Carolina,The North Carolina Locksmith Licensing Board -- Note added 9/15/15 16:48,http://www.nclocksmithboard.org/,6/6/13 18:08
ncmail.net,,,,State,,North Carolina,State of North Carolina Office of Information Technology Services -- Note added 9/15/15 16:49,http://www.ncmail.net/,6/6/13 18:08
ncmaritimemuseums.com,,,,State,,North Carolina,North Carolina Maritime Museum System -- Note added 8/2/13 15:50,http://ncmaritimemuseums.com/,6/6/13 18:08
ncmarkers.com,,,,State,,North Carolina,"North Carolina Highway Historical Marker Program, NC Department of Cultural Resources -- Note added 11/12/15 13:19",http://ncmarkers.com/Home.aspx,6/6/13 18:08
ncmedboard.org,,,,State,,North Carolina,NC Medical Board -- Note added 9/15/15 16:53,http://www.ncmedboard.org/,6/6/13 18:08
ncmedicaidpbm.com,,,,State,,North Carolina,NC Division of Medical Assistance -- Note added 9/15/15 16:54,http://www2.ncdhhs.gov/dma/,6/6/13 18:08
ncminorityhealth.org,,,,State,,North Carolina,N.C. Office of Minority Health and Health Disparities -- Note added 9/15/15 16:55,http://ncminorityhealth.org/,6/6/13 18:08
ncmotorfleet.com,,,,State,,North Carolina,NC Motor fleet management -- Note added 9/15/15 16:55,http://www.ncmotorfleet.com/,6/6/13 18:08
ncnar.org,,,,State,,North Carolina,The N.C. Health Care Personnel Registry Section   -- Note added 9/15/15 16:56,https://www.ncnar.org/index1.jsp,6/6/13 18:08
ncnewbornhearing.org,,,,State,,North Carolina,Early Hearing Detection and Intervention Program (NC DHHS &gt; DPH &gt; WCH Section &gt; Children and Youth Branch) -- Note added 11/12/15 13:18,http://ncnewbornhearing.org/,6/6/13 18:08
ncnhp.org,,,,State,,North Carolina,The North Carolina Natural Heritage Program -- Note added 9/15/15 16:56,http://ncnhp.org/,6/6/13 18:08
ncnhtf.org,,,,State,,North Carolina,"Established in 1987, the North Carolina Natural Heritage Trust Fund provided supplemental funding to select state agencies for the acquisition and protection of important natural areas, to preserve the state's ecological diversity and cultural heritage, and to inventory the natural heritage resources of the state. In July 2013, these key purposes were incorporated in the Clean Water Management Trust Fund enabling legislation and the NHTF statute was repealed. See historical snapshot at:  http://web.archive.org/web/20150129185256/http://www.ncnhtf.org/pages/aboutnhtf.htm  -- Note added 11/12/15 13:15",#N/A,6/6/13 18:08
ncoah.com,,,,State,,North Carolina,North Carolina Office of Administrative Hearings -- Note added 9/15/15 16:57,http://www.ncoah.com/,6/6/13 18:08
ncoes.net,,,,State,,North Carolina,Welcome to the Grand Chapter of NC Order of the Eastern Star -- Note added 9/15/15 16:57,http://www.oes-nc.org/,6/6/13 18:08
nconemap.com,,,,State,,North Carolina,NC OneMap is a public service providing comprehensive discovery and access to North Carolina's geospatial data resources. -- Note added 9/15/15 16:58,http://nconemap.com/,6/6/13 18:08
nconemap.net,,,,State,,North Carolina,"NC OneMap, a public service providing comprehensive discovery and access to North Carolina's geospatial data resources. -- Note added 11/12/15 13:13",http://nconemap.net/,6/6/13 18:08
ncoptometry.org,,,,State,,North Carolina,he North Carolina State Board of Examiners in Optometry -- Note added 9/15/15 16:58,http://web1.ncoptometry.org/,6/6/13 18:08
ncpanbranch.com,,,,State,,,"NC Physical Activity and Nutrition Branch (NC PAN), NC Department of Public Health See historical snapshot at: http://web.archive.org/web/20130128034822/http://www.ncpanbranch.com/  -- Note added 11/12/15 13:12",#N/A,6/6/13 18:08
ncports.com,,,,State,,North Carolina,NC ports  -- Note added 9/15/15 17:03,http://www.ncports.com/,6/6/13 18:08
ncprogress.org,,,,State,,North Carolina,NC Progress Portal -- Note added 9/15/15 17:03,http://ncprogress.org/,6/6/13 18:08
ncpsychologyboard.org,,,,State,,North Carolina,nc psychology board -- Note added 9/15/15 17:03,http://ncpsychologyboard.org/,6/6/13 18:08
ncptboard.org,,,,State,,North Carolina,The North Carolina Board of Physical Therapy Examiners -- Note added 9/15/15 17:04,http://ncptboard.org/,6/6/13 18:08
ncpublications.com,,,,State,,North Carolina,"Historical Publications, North Carolina Office of Archives and History, Department of Cultural Resources -¬†www.ncpublications.com -- Note added 6/6/13 18:34",http://ncpublications.com/,6/6/13 18:09
ncpublichealth.com,,,,State,,North Carolina,North Carolina Division of Public Health -- Note added 7/26/13 15:09,http://ncpublichealth.com/,6/6/13 18:08
ncpublicschools.org,,,,State,,North Carolina,nc public schools -- Note added 9/15/15 17:05,http://www.dpi.state.nc.us/,6/6/13 18:08
ncradiation.net,,,,State,,North Carolina,"Radiation Protection Section, NC Department of Health and Human Services -- Note added 1/14/14 14:18",http://ncradiation.net/,6/6/13 18:08
ncradon.org,,,,State,,North Carolina,NC Radon Awarenes Site -- Note added 9/15/15 17:05,http://ncradon.org/Home.html,6/6/13 18:08
ncrb.org,,,,State,,North Carolina,"We serve the NC insurance industry by providing services and programs for automobile, property and workers compensation insurance. This site contains information for these types of insurance. -- Note added 9/15/15 17:06",http://ncrb.org/,6/6/13 18:08
ncrcb.org,,,,State,,North Carolina,the North Carolina Respiratory Care   -- Note added 9/15/15 17:13,http://ncrcb.org/,6/6/13 18:08
ncrea.net,,,,State,,North Carolina,North Carolina Rural Electrification Authority -- Note added 9/15/15 17:14,http://ncrea.net/,6/6/13 18:08
ncrehs.com,,,,State,,North Carolina,NC State Board of Environmental Health Specialist Examiners -- Note added 11/19/13 20:40,http://ncrehs.com/,11/19/13 20:40
ncreportcards.org,,,,State,,North Carolina,nc report cards for schools -- Note added 9/15/15 17:16,http://www.ncreportcards.org/src/,6/6/13 18:08
ncscienceandtechnology.com,,,,State,,North Carolina,nc science and technology -- Note added 9/15/15 17:17,http://www.nccommerce.com/sti/,6/6/13 18:08
ncsd.net,,,,State,,North Carolina,NC School for the deaf -- Note added 9/15/15 17:17,http://ncsd.net/,6/6/13 18:08
ncsecc.org,,,,State,,North Carolina,NC State Employees Combined Campaign -- Note added 9/15/15 17:18,http://www.ncsecc.org/,6/6/13 18:08
ncshiip.com,,,,State,,,North Carolina Seniors' Health Insurance Information Program (SHIIP) -- Note added 1/22/14 19:19,#N/A,1/22/14 19:19
ncsicklecellprogram.org,,,,State,,North Carolina,"North Carolina Sickle Cell Syndrome Program, NC Department of Public Health -- Note added 11/12/15 13:09",http://ncsicklecellprogram.org/,6/6/13 18:08
ncsip.org,,,,State,,North Carolina,The North Carolina State Improvement Project (NC SIP ). NC SIP is a program in the Exceptional Children Division of the North Carolina Department of Public Instruction (NC DPI). -- Note added 9/15/15 17:19,http://ncsip.org/,6/6/13 18:08
ncsitesearch.com,,,,State,,North Carolina,"Thank you for visiting ACCESSNC, your one-stop source for North Carolina economic data and site information. -- Note added 9/15/15 17:19",http://accessnc.commerce.state.nc.us/EDIS/page1.html,6/6/13 18:08
ncstars.org,,,,State,,North Carolina,"The Carolina Star Program is designed to recognize and promote effective safety and health management systems. In Star, management, labor and OSH establish a cooperative relationship at a workplace that has implemented a strong program. -- Note added 9/15/15 17:20",http://www.nclabor.com/osha/star/star.htm,6/6/13 18:08
ncstatefair.org,,,,State,,North Carolina,NC state Fair -- Note added 9/15/15 17:20,http://ncstatefair.org/,6/6/13 18:08
ncstormwater.org,,,,State,,North Carolina,NC Stormwater and Runoff pollution site -- Note added 9/15/15 17:22,http://www.ncstormwater.org/,6/6/13 18:08
ncsu.edu/extension,,,,State,,North Carolina,NC State Univ Extension  -- Note added 9/15/15 17:22,http://oe.ncsu.edu/,6/6/13 18:08
ncswboard.org,,,,State,,North Carolina,North Carolina Social Work Certification and Licensure Board -- Note added 9/22/15 14:12,http://www.ncswboard.org/,9/22/15 14:11
ncsymphony.org,,,,State,,North Carolina,NC Symphony -- Note added 9/15/15 17:22,http://ncsymphony.org/,6/6/13 18:08
nctobaccofreeschools.org,,,,State,,North Carolina,"Tobacco Free Schools, NC Department of Health and Human Services -- Note added 2/25/14 13:20",http://nctobaccofreeschools.org/,6/6/13 18:08
nctokyo.com,,,,State,,North Carolina,State of North Carolina Japan Office -- Note added 7/24/13 16:40,#N/A,6/6/13 18:08
nctopps.ncdmh.net,,,,State,,North Carolina,NC-TOPPS homepage is now http://www.ncdhhs.gov/MHDDSAS/providers/NCTOPPS/index.htm. Entry still included here for nctopps.ncdmh.net pattern for pages such as https://www.google.com/search?q=site%3Anctopps.ncdmh.net. -- Note added 7/23/14 14:41,https://nctopps.ncdmh.net/Nctopps2/Login.aspx,6/6/13 18:08
nctraining.ncgov.com,,,,State,,North Carolina,NC Office of State Personnel -- Note added 1/14/14 13:06,#N/A,6/6/13 18:08
nctrans.org,,,,State,,North Carolina,NC Transportation Museum -- Note added 9/15/15 17:25,http://nctrans.org/,6/6/13 18:08
nctreasurer.com,,,,State,,North Carolina,North Carolina Department of State Treasurer -- Note added 6/6/13 18:09,https://www.nctreasurer.com/Pages/default.aspx,6/6/13 18:09
ncvmb.org,,,,State,,North Carolina,North Carolina Veterinary Medical Board -- Note added 9/15/15 17:30,http://www.ncvmb.org/,6/6/13 18:08
ncwastetrader.org,,,,State,,North Carolina,North Carolina's marketplace for discarded or surplus materials and products. -- Note added 9/15/15 17:31,http://ncwastetrader.org/,6/6/13 18:08
ncwater.org,,,,State,,North Carolina,NC Division of Water Resources -- Note added 9/15/15 17:31,http://portal.ncdenr.org/web/wq,6/6/13 18:08
ncwaterquality.org,,,,State,,North Carolina,North Carolina Division of Water Resources -- Note added 11/12/15 12:58,http://ncwaterquality.org/,6/6/13 18:08
ncwelldriller.org,,,,State,,North Carolina,"North Carolina Well Contractors Certification Commission - protects the public health and safety by ensuring the integrity and competence of well contractors through examination, certification, continuing education and enforcement. The Well Contractors Certification Unit is now part of the Department of Health and Human Services. -- Note added 11/12/15 12:57",http://ncwelldriller.org/,6/6/13 18:08
ncwildlife.org,,,,State,,North Carolina,nc wildlife resource commission  -- Note added 9/15/15 17:32,http://www.ncwildlife.org/,6/6/13 18:08
ncwise.org,,,,State,,North Carolina,"NC WiseOwl (NC Online Windows for Learning) has been providing online subscription resources for our schools since 1999.  Our mission is to ensure that all of our public and charter school students have access to a collection of online resources for use in research projects and homework assignments, without regard to the economic status of their local school system.  NC WiseOwl has three major strengths as an educational resource: -- Note added 9/15/15 17:33",http://www.ncwiseowl.org/,6/6/13 18:08
ncwvcfc.org,Combined Federal Campaign,,,Federal,,West Virginia,North Central West Virginia Combined Federal Campaign -- Note added 7/24/14 5:42,http://ncwvcfc.org/,6/6/13 18:08
nczoo.org,,,,State,,North Carolina,NC Zoo is an agency of the North Carolina Department of Natural and Cultural Resources -- Note added 11/12/15 12:48,http://nczoo.org/,6/6/13 18:08
ndlc.org,,,,State,,North Dakota,North Dakota League of Cities -- Note added 7/22/14 6:08,http://ndlc.org/,6/6/13 18:08
ndow.org,,,,State,,Nevada,Nevada Department of Wildlife -- Note added 1/27/14 20:15,http://www.ndow.org/,1/27/14 20:15
ndowlicensing.com,,,,State,,Nevada,Nevada Department of Wildlife (NDOW) Licensing -- Note added 10/21/13 11:53,http://ndowlicensing.com/(icssjp55e1iayk45fcrthaut)/Default.aspx,10/21/13 11:53
ndrin.org,,,,State,,North Dakota,North Dakota Recorders Information Network -- Note added 7/21/14 6:33,http://ndrin.org/,6/6/13 18:08
ndtourism.com,,,,State,,North Dakota,Travel and Tourism Site for North Dakota -- Note added 6/6/13 19:42,http://www.ndtourism.com/,6/6/13 18:08
ndu.edu,National Defense University (NDU),,Website - open to public,Federal,,,Requires www. -DPM 11/17/22. National Defense University -- Note added 3/24/14 16:14,http://www.ndu.edu/,6/6/13 18:08
ne-ethanol.org,,,,State,,Nebraska,Nebraska Ethanol Board -- Note added 12/6/13 19:53,#N/A,12/6/13 19:53
neabigread.org,National Endowment for the Arts (NEA),,,Federal,,,"NEA Big Read An initiative of the National Endowment for the Arts in partnership with Arts Midwest, the NEA Big Read broadens our understanding of our world, our communities, and ourselves through the joy of sharing a good book. Showcasing a diverse range of contemporary titles that reflect many different voices and perspectives, the NEA Big Read aims to inspire conversation and discovery. -- Note added 11/25/16 15:37",http://www.neabigread.org/,11/25/16 15:35
neagrelations.org,,,,State,,Nebraska,Nebraska AgRelations Council -- Note added 12/6/13 19:45,http://www.neagrelations.org/,12/6/13 19:44
neatp.org,,,,State,,Nebraska,Nebraska Association of Transportation Providers -- Note added 12/6/13 20:02,http://www.neatp.org/,12/6/13 20:02
nebraskaartscouncil.org,,,,State,,Nebraska,"Nebraska Arts Council. The Council is funded by the State of Nebraska, the National Endowment for the Arts, and the Nebraska Cultural Endowment. -- Note added 12/6/13 19:38",http://www.nebraskaartscouncil.org/,6/6/13 18:08
nebraskacorn.org,,,,State,,Nebraska,Nebraska Corn Board -- Note added 12/6/13 19:41,http://www.nebraskacorn.org/,6/6/13 18:08
nebraskadrybean.com,,,,State,,Nebraska,Nebraska Dry Bean Commission -- Note added 12/6/13 19:49,http://nebraskadrybean.com/,6/6/13 18:08
nebraskahistory.org,,,,State,,Nebraska,Nebraska State Historical Society -- Note added 12/9/13 18:24,http://www.nebraskahistory.org/,6/6/13 18:08
nebraskaracingcommission.com,,,,State,,Nebraska,Nebraska State Racing Commission -- Note added 12/6/13 20:01,http://nebraskaracingcommission.com/,12/6/13 20:00
nebraskawheat.com,,,,State,,Nebraska,Nebraska Wheat Board -- Note added 12/6/13 20:06,http://www.nebraskawheat.com/,6/6/13 18:08
necfuture.com,Federal Railroad Administration,,,Federal,,,"North East Corridor Future Federal Railroad Administration US Department of Transportation n  NEC FUTURE is a comprehensive planning effort to define, evaluate, and prioritize future investments in the Northeast Corridor (NEC), from Washington, D.C. to Boston. The Federal Railroad Administration (FRA) launched NEC FUTURE in February 2012 to consider the role of rail passenger service in the context of current and future transportation demands. Through the NEC FUTURE program, the FRA will determine a long-term vision and investment program for the NEC, and provide a http://necfuture.com/about/tier1.aspx Tier 1 Environmental Impact Statement (EIS) andhttp://necfuture.com/about/service_dev_plan.aspx Service Development Plan (SDP) in 2016 in support of that vision. -- Note added 8/31/16 16:41",http://necfuture.com/,8/31/16 16:33
neded.org,,,,State,,Nebraska,Nebraska Department of Economic Development -- Note added 12/6/13 19:50,http://www.neded.org/,12/6/13 19:50
nefl-sega-cfc.org,Combined Federal Campaign,,,Federal,,Georgia,NORTHEAST FLORIDA~SOUTHEAST GEORGIA REGIONAL COMBINED FEDERAL CAMPAIGN -- Note added 6/30/15 12:07,http://nefl-sega-cfc.org/,6/6/13 18:08
nefrpc.org,,,,Regional,,Florida,Northeast Florida Regional Council - Regional Planning Councils are authorized by Florida Statutes. There are 10 Regional Planning Councils in the State of Florida. -- Note added 6/30/15 12:19,http://www.nefrpc.org/,6/6/13 18:08
neillsville-wi.com,,,,Local,,Wisconsin,"City of Neillsville, WI -- Note added 8/6/14 5:28",http://neillsville-wi.com/,6/6/13 18:08
nelottery.com,,,,State,,Nebraska,Nebraska Lottery -- Note added 6/12/13 14:18,http://nelottery.com/,6/6/13 18:08
nelsonco.org,,,,County,,North Dakota,"Nelson County, ND -- Note added 7/21/14 6:29",http://www.nelsonco.org/,6/6/13 18:08
nelsoncountyky.com,,,,County,,Kentucky,"nelson county, ky -- Note added 8/27/15 16:52",http://nelsoncountyky.com/,6/6/13 18:08
nenana.org,,,,Local,,Alaska,"City of Nenana, AK -- Note added 6/7/13 14:34",http://www.nenana.org/,6/6/13 18:08
nepacfc.org,Combined Federal Campaign,,,Federal,,,#N/A,#N/A,6/6/13 18:08
neptunecitynj.com,,,,Local,,New Jersey,"neptune city, nj -- Note added 9/16/15 15:48",http://www.neptunecitynj.com/,6/6/13 18:08
neptunetownship.org,,,,Local,,New Jersey,"neptune township, nj -- Note added 9/16/15 15:49",http://neptunetownship.org/,6/6/13 18:08
nesseltownship.com,,,,Local,,Minnesota,"Nessel Township, MN -- Note added 4/26/15 5:54",http://www.nesseltownship.com/,6/6/13 18:08
netcong.org,,,,Local,,New Jersey,"Netcong Borough, nj -- Note added 9/16/15 15:49",http://netcong.org/,6/6/13 18:08
nettletonms.us,,,,Local,,Mississippi,"City of Nettleton, MS -- Note added 7/25/14 17:52",http://nettletonms.us/,6/6/13 18:08
nevadacfc.org,Combined Federal Campaign,,,Federal,,Nevada,#N/A,#N/A,6/6/13 18:08
nevadadot.com,,,,State,,Nevada,Nevada Department of Transportation -- Note added 6/26/13 15:23,http://nevadadot.com/,6/6/13 18:08
